# {"t_start": 1564699416.9103985, "env_id": "PongNoFrameskip-v4"} 
r,l,t
-21.0,817,6.076148
-20.0,866,11.464096
-21.0,839,16.511771
-20.0,929,22.075875
-20.0,944,27.940644
-19.0,915,33.546865
-21.0,847,38.699301
-20.0,920,44.522634
-20.0,914,50.091892
-20.0,924,55.867043
-20.0,991,61.964125
-21.0,928,67.618589
-21.0,821,72.695629
-21.0,821,77.841359
-21.0,839,82.982031
-21.0,820,88.202461
-21.0,787,93.0314
-20.0,894,98.544002
-20.0,833,103.609251
-21.0,822,108.835136
-21.0,941,114.596375
-20.0,842,119.845167
-21.0,779,124.666059
-20.0,1228,132.127846
-19.0,1182,139.433117
-20.0,964,145.49578
-21.0,854,150.819984
-21.0,838,155.964145
-20.0,831,161.218957
-20.0,958,167.022131
-21.0,1170,174.300739
-21.0,967,180.363391
-21.0,810,185.316743
-20.0,1390,193.95483
-21.0,939,199.73782
-20.0,916,205.355289
-21.0,885,210.813966
-20.0,976,216.952727
-21.0,880,222.466092
-21.0,879,227.943527
-20.0,837,233.084902
-20.0,837,238.38399
-21.0,878,243.746363
-21.0,819,249.068432
-21.0,1062,255.69451
-20.0,1083,262.564018
-21.0,901,268.356796
-20.0,917,274.138165
-21.0,999,280.335582
-20.0,955,286.278475
-20.0,975,292.456505
-21.0,943,298.348572
-17.0,1124,305.555311
-20.0,1012,312.865471
-17.0,1276,321.748113
-21.0,940,328.250131
-19.0,1088,335.452964
-21.0,880,341.291298
-19.0,1100,348.569962
-21.0,943,354.717753
-21.0,1171,362.314523
-20.0,1222,370.373466
-20.0,1118,378.039594
-20.0,976,384.615873
-19.0,1228,392.846067
-19.0,1255,401.16589
-20.0,1192,409.048421
-19.0,1257,417.490661
-21.0,1065,424.617585
-20.0,1192,433.024804
-19.0,1300,442.396235
-19.0,1209,450.095325
-19.0,1418,459.049193
-20.0,1862,470.695882
-17.0,1751,481.761416
-17.0,2213,495.634519
-17.0,2153,509.940879
-21.0,1881,523.014498
-17.0,2093,536.418854
-18.0,2459,552.102894
-16.0,2938,570.127551
-16.0,3275,590.556526
-14.0,2965,608.630867
-17.0,2398,623.314435
-18.0,2090,635.871845
-16.0,2433,650.651367
-19.0,2580,666.392692
-17.0,2854,684.508205
-19.0,2760,701.814391
-15.0,2729,719.026419
-14.0,2834,738.517359
-11.0,2599,755.276801
-18.0,2097,768.426275
-18.0,2967,787.057566
-21.0,3225,807.24849
-18.0,2377,821.920691
-8.0,3837,845.747927
-15.0,2508,861.368662
-12.0,2700,878.170652
-13.0,2742,895.270623
-9.0,3986,919.343416
-11.0,2759,935.999581
-15.0,2886,953.321364
-3.0,3788,976.016801
-12.0,2934,993.777554
-10.0,3245,1013.338161
-3.0,3454,1033.991446
-13.0,2874,1051.234817
-6.0,3676,1073.588744
-14.0,2693,1089.814849
-10.0,2681,1106.028627
-8.0,3102,1124.778535
-4.0,4174,1149.918324
8.0,3629,1171.67493
-2.0,4438,1198.420636
-3.0,3706,1220.935884
-4.0,3691,1243.353874
3.0,3645,1265.43922
-7.0,2695,1281.809762
-3.0,4786,1310.918769
1.0,4222,1336.210945
15.0,2644,1352.281208
15.0,2337,1366.256508
16.0,2617,1382.105463
14.0,2422,1396.799542
17.0,2237,1410.262868
14.0,2458,1425.051893
16.0,2477,1440.112393
14.0,2855,1457.151443
16.0,2419,1471.812389
16.0,2404,1486.804786
5.0,3029,1505.1099
20.0,2012,1517.462085
16.0,2418,1532.020393
6.0,2710,1548.293966
13.0,2627,1564.241136
13.0,2507,1579.278512
18.0,1775,1590.074713
17.0,1809,1601.010017
4.0,3103,1619.703742
15.0,2678,1635.799593
19.0,1930,1647.502402
18.0,1776,1658.34146
21.0,1686,1668.440664
19.0,2125,1681.258673
19.0,2047,1693.501293
20.0,1595,1703.072417
15.0,2172,1716.190112
19.0,2040,1728.457759
15.0,2474,1743.339465
17.0,2354,1757.594634
17.0,1863,1768.795559
19.0,1752,1779.367675
8.0,2622,1795.300094
20.0,1627,1805.037776
20.0,2004,1817.247741
2.0,3544,1838.638625
21.0,1684,1848.716882
13.0,2274,1862.326915
18.0,2184,1875.494024
18.0,1782,1886.299741
1.0,3795,1909.153247
14.0,1956,1920.961691
20.0,1621,1930.829644
20.0,1623,1940.733891
20.0,2206,1954.021554
15.0,2696,1970.311757
20.0,2128,1983.113603
18.0,1659,1993.241924
18.0,1741,2003.707124
13.0,2451,2018.551183
18.0,1851,2029.834287
17.0,1928,2041.442486
14.0,2131,2054.184361
18.0,1717,2064.656099
20.0,1624,2074.329164
19.0,2130,2087.389284
18.0,1856,2098.528944
20.0,1622,2108.34309
13.0,2726,2124.84404
19.0,1696,2135.225855
16.0,2372,2149.505595
5.0,3315,2169.522305
21.0,2052,2181.869553
19.0,1755,2192.589909
17.0,1809,2203.467666
18.0,1786,2214.291527
20.0,2053,2226.707314
19.0,2170,2239.778723
18.0,2184,2252.94913
20.0,1658,2262.959008
18.0,2234,2276.296217
11.0,2698,2292.484145
19.0,2292,2306.460497
20.0,1626,2316.337022
16.0,2308,2330.296672
18.0,1880,2341.594143
15.0,2856,2358.813771
19.0,1782,2369.598696
19.0,1812,2380.533103
15.0,2087,2393.283942
20.0,1708,2403.553031
20.0,1562,2413.06432
20.0,2027,2425.085948
19.0,1691,2435.405069
17.0,1844,2446.520769
19.0,2047,2458.845989
21.0,2039,2471.261551
19.0,2084,2483.711089
19.0,1696,2493.844954
18.0,1795,2504.688532
16.0,1787,2516.275403
5.0,3085,2537.344105
19.0,2208,2551.792077
19.0,2290,2566.345112
18.0,1815,2578.123501
19.0,2255,2592.087159
20.0,1735,2602.810987
17.0,2553,2618.840553
19.0,2181,2632.365507
-13.0,1971,2644.661098
20.0,1741,2655.460153
-2.0,3466,2677.085156
17.0,2464,2692.353715
15.0,2654,2708.635964
19.0,1862,2719.938796
20.0,2195,2733.480245
20.0,1626,2743.443289
17.0,2262,2757.380571
15.0,2373,2772.010641
19.0,2192,2785.935231
20.0,1648,2796.253589
20.0,2105,2809.394853
16.0,2151,2822.579402
19.0,2147,2835.732963
18.0,1839,2847.08971
19.0,1864,2861.70727
21.0,1657,2875.036978
19.0,2223,2893.143042
19.0,2139,2910.624604
17.0,2078,2927.411544
20.0,1567,2940.384541
17.0,1931,2955.753012
18.0,2028,2972.83679
18.0,2009,2992.815384
19.0,1966,3012.647519
19.0,2300,3035.672617
20.0,2089,3056.883592
21.0,1656,3074.141832
20.0,1996,3094.094673
19.0,2108,3115.083773
21.0,1653,3131.469573
16.0,2091,3152.046952
19.0,1851,3170.389844
19.0,2209,3191.754922
19.0,1987,3211.53391
20.0,1621,3228.929755
20.0,1798,3248.553201
18.0,2144,3272.260509
18.0,2199,3295.737798
20.0,2111,3318.557182
20.0,1805,3337.918804
15.0,2736,3368.173672
19.0,2225,3390.775407
17.0,2487,3415.311711
19.0,2137,3437.867175
19.0,2144,3459.440109
19.0,2134,3480.312073
17.0,2533,3507.788815
17.0,2439,3532.994903
17.0,1957,3552.558775
20.0,2113,3573.459088
19.0,1888,3592.174468
11.0,2639,3619.776376
20.0,1623,3637.037778
20.0,2149,3658.99741
15.0,2727,3686.88302
20.0,1623,3703.465787
17.0,2561,3730.243911
20.0,1627,3746.267032
18.0,2204,3768.492308
19.0,1792,3786.224837
18.0,1926,3806.501867
19.0,2390,3831.57733
18.0,2357,3856.281881
18.0,2241,3879.219244
20.0,2086,3900.61
20.0,2072,3921.44843
20.0,2149,3942.528593
16.0,2631,3969.06286
20.0,1658,3985.707907
19.0,2575,4010.468187
20.0,1626,4026.318916
20.0,2087,4046.409758
20.0,1623,4062.068572
18.0,2223,4082.686261
16.0,2823,4111.192458
17.0,2491,4135.544958
19.0,2364,4158.384966
18.0,2505,4182.774548
20.0,1966,4202.609796
20.0,1644,4220.1567
20.0,1563,4235.004614
19.0,2086,4254.443623
20.0,2054,4273.863123
19.0,2173,4296.119045
17.0,2424,4320.330035
20.0,2520,4345.564946
20.0,2089,4365.859074
20.0,1625,4382.341846
20.0,1799,4400.103148
20.0,2215,4423.333556
18.0,2302,4448.319458
19.0,2176,4471.10974
21.0,2799,4500.153565
21.0,2794,4528.802236
19.0,2238,4551.370711
16.0,2315,4574.811527
20.0,1627,4591.360855
13.0,3157,4623.636883
20.0,1625,4640.382213
20.0,2176,4662.459824
17.0,2250,4684.427826
19.0,2162,4705.631222
20.0,1622,4721.236194
20.0,2106,4742.179904
20.0,2144,4763.080529
20.0,2081,4784.553055
20.0,2106,4806.179814
20.0,2144,4828.185003
11.0,3058,4869.339361
19.0,1630,4890.075705
20.0,2145,4910.808609
21.0,2798,4939.279546
18.0,2409,4963.762579
13.0,3077,4994.815947
18.0,2168,5016.862737
19.0,1867,5040.31473
15.0,3141,5087.962509
19.0,1753,5115.076639
20.0,1626,5138.813136
18.0,2511,5175.337293
20.0,2145,5206.241759
16.0,2487,5242.600511
18.0,2339,5276.727899
19.0,2227,5309.3838
12.0,3222,5357.008015
20.0,2179,5387.809066
21.0,2093,5418.37636
19.0,2285,5451.573868
20.0,1734,5476.973266
20.0,2273,5510.194856
12.0,3110,5555.894398
18.0,1721,5581.11746
20.0,2356,5614.850906
