# {"t_start": 1564702387.8367412, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
1.0,173,2.98328
5.0,352,6.484668
2.0,200,8.489321
1.0,173,10.243765
5.0,352,13.930245
2.0,186,15.72386
1.0,155,17.231417
0.0,127,18.473261
3.0,248,21.058953
0.0,129,22.329281
2.0,202,24.343469
0.0,129,25.643873
5.0,352,29.545654
9.0,403,33.502604
1.0,175,35.215492
0.0,129,36.619258
0.0,125,37.869608
0.0,125,39.159064
1.0,156,40.719296
0.0,129,42.039124
2.0,188,43.861182
2.0,202,46.026849
9.0,404,50.231235
2.0,202,52.203028
0.0,127,53.459089
9.0,404,57.762218
0.0,127,59.051559
0.0,125,60.332724
9.0,404,64.637995
0.0,129,65.916454
0.0,129,67.276191
0.0,125,68.319691
0.0,127,69.573893
0.0,129,70.925805
0.0,129,72.173518
0.0,127,73.52596
14.0,506,78.759811
1.0,155,80.284261
4.0,297,83.338036
9.0,404,87.572177
5.0,350,91.467621
0.0,129,92.867874
0.0,129,94.200891
1.0,177,95.917453
1.0,177,97.816561
1.0,175,99.626489
0.0,127,100.872459
2.0,203,103.040667
4.0,299,106.126416
7.0,448,110.587176
2.0,223,112.982311
4.0,277,115.92032
1.0,155,117.513971
5.0,348,121.232939
6.0,399,125.633367
9.0,312,128.820824
2.0,206,130.944647
8.0,471,135.659382
5.0,350,139.365582
5.0,303,142.344934
5.0,313,145.503619
6.0,348,149.036285
2.0,183,150.796578
14.0,550,156.795791
5.0,372,160.38709
1.0,175,162.243002
2.0,204,164.101887
6.0,371,167.821635
18.0,580,173.84533
0.0,127,175.110349
6.0,382,179.103141
8.0,298,182.050528
15.0,425,186.352687
2.0,204,188.500349
2.0,204,190.414384
7.0,418,195.088449
3.0,232,197.254616
1.0,154,198.692692
8.0,297,201.80485
3.0,275,204.499704
8.0,499,209.544317
11.0,446,214.159547
12.0,497,219.051011
4.0,300,221.966249
0.0,129,223.214582
10.0,363,226.991945
4.0,323,230.328247
5.0,309,233.226551
10.0,342,236.785738
1.0,177,238.504634
2.0,204,240.769201
9.0,440,245.469788
8.0,392,249.714757
4.0,275,252.558448
2.0,203,254.554645
3.0,272,257.660998
12.0,519,263.53336
19.0,700,271.879357
1.0,157,273.407385
8.0,447,278.019844
4.0,268,280.810375
6.0,347,285.064075
12.0,491,290.396858
7.0,377,294.61916
8.0,455,299.75965
4.0,322,303.183408
8.0,442,308.100733
18.0,424,312.842724
16.0,330,316.275287
7.0,426,320.92241
10.0,491,326.362392
17.0,453,331.566662
3.0,231,334.018312
10.0,537,339.849347
8.0,421,344.390853
7.0,418,349.053513
8.0,467,354.035616
10.0,504,359.698582
9.0,491,365.220652
19.0,631,372.129232
8.0,451,376.82104
8.0,447,381.645924
9.0,453,386.861629
12.0,505,392.948072
7.0,408,397.681664
9.0,461,402.316333
7.0,387,406.251163
16.0,618,412.70444
6.0,355,416.316511
6.0,334,420.151752
10.0,472,425.139395
12.0,458,429.706558
4.0,262,432.196534
8.0,437,436.781976
8.0,389,440.680717
12.0,590,446.855687
15.0,417,451.061206
10.0,510,456.663932
17.0,657,463.880144
9.0,453,468.490988
4.0,266,471.023697
15.0,645,477.591037
12.0,597,484.141071
13.0,646,490.850992
14.0,599,496.703429
12.0,585,502.932633
8.0,454,507.314677
8.0,425,511.513229
11.0,531,517.075594
11.0,583,524.431615
7.0,450,529.490774
8.0,442,533.946867
13.0,659,541.564591
13.0,584,547.613097
6.0,327,550.800943
18.0,605,557.380115
16.0,617,563.738613
11.0,421,567.950358
8.0,404,571.901152
9.0,516,577.334373
4.0,277,580.063274
14.0,524,585.585054
19.0,568,591.274176
9.0,443,596.103681
8.0,457,600.461703
12.0,554,605.838467
9.0,442,610.579726
18.0,563,616.305758
19.0,697,623.242605
17.0,748,631.033129
14.0,646,638.42882
9.0,328,642.166159
11.0,591,648.609741
15.0,610,655.218704
16.0,594,661.640057
10.0,523,667.653884
7.0,384,671.621876
9.0,326,674.831628
12.0,551,680.703605
14.0,521,686.224435
10.0,504,691.349362
7.0,414,695.352462
13.0,656,702.306844
7.0,412,706.636712
10.0,479,711.828079
13.0,632,718.751471
10.0,470,723.608097
8.0,454,728.149126
18.0,636,734.924265
9.0,440,739.514909
14.0,573,745.859989
13.0,522,751.582375
9.0,493,756.62634
12.0,498,761.872484
7.0,395,765.825922
8.0,440,770.298322
9.0,485,775.233719
27.0,727,782.716239
10.0,506,787.91281
8.0,277,790.775709
13.0,610,797.081341
8.0,427,801.395234
7.0,417,805.656658
25.0,850,814.505803
14.0,533,819.893335
19.0,695,827.439172
11.0,389,831.624795
17.0,746,840.026788
19.0,576,846.434129
12.0,594,852.655165
8.0,356,856.449145
8.0,409,860.660955
21.0,709,867.90202
10.0,519,873.489337
12.0,457,878.679392
16.0,600,884.994868
5.0,295,887.965959
11.0,562,894.084253
12.0,601,900.137987
16.0,607,906.522807
8.0,417,911.056547
16.0,639,918.003776
17.0,672,924.952206
20.0,438,929.248205
12.0,473,934.204363
10.0,553,939.814194
15.0,475,944.703729
13.0,498,949.793847
11.0,567,955.572997
21.0,781,963.673925
12.0,576,969.28295
32.0,859,978.259878
17.0,625,984.613703
8.0,493,989.78302
12.0,552,995.616063
11.0,607,1001.688019
14.0,667,1008.474739
17.0,618,1014.965765
9.0,501,1020.199755
17.0,644,1026.447177
10.0,398,1030.299432
10.0,524,1035.232444
11.0,530,1040.190785
15.0,544,1045.570448
17.0,855,1054.294257
23.0,782,1062.106482
11.0,567,1067.590735
25.0,876,1076.325117
13.0,654,1082.830202
14.0,659,1089.268302
13.0,571,1094.721834
26.0,680,1101.262301
10.0,484,1106.041595
14.0,625,1112.026459
12.0,425,1116.407536
17.0,750,1124.276933
8.0,400,1128.333324
15.0,641,1134.949431
18.0,779,1142.596655
23.0,652,1148.993063
21.0,528,1154.13837
23.0,739,1161.779707
5.0,347,1165.356547
17.0,609,1171.201294
30.0,898,1180.266618
14.0,719,1187.692628
14.0,614,1193.872685
15.0,659,1200.56093
29.0,850,1208.967089
16.0,711,1216.002734
17.0,730,1223.522668
11.0,377,1227.373513
38.0,768,1235.673578
21.0,872,1245.587284
28.0,745,1253.035501
17.0,570,1258.635919
16.0,705,1265.419965
15.0,622,1271.592945
19.0,652,1277.763995
13.0,612,1283.513105
21.0,629,1289.716915
14.0,531,1294.815391
28.0,624,1300.772459
20.0,746,1308.206828
20.0,502,1313.746314
24.0,848,1322.55759
21.0,547,1328.221228
21.0,795,1336.364845
24.0,716,1343.62346
11.0,472,1348.256582
20.0,605,1354.898361
16.0,664,1361.746328
18.0,800,1369.600579
24.0,863,1378.220558
35.0,786,1386.148146
27.0,859,1394.722436
37.0,1017,1405.259602
20.0,507,1410.449236
27.0,782,1418.779521
37.0,1249,1431.565333
29.0,586,1437.577882
22.0,798,1446.100137
21.0,696,1454.092026
25.0,592,1460.66713
16.0,466,1465.489726
21.0,804,1474.311802
28.0,793,1483.193394
30.0,724,1491.012424
23.0,658,1497.952236
10.0,444,1502.751543
15.0,639,1509.637775
19.0,660,1516.561774
35.0,896,1525.869656
29.0,1042,1536.785771
32.0,928,1546.611115
29.0,827,1555.15763
14.0,657,1561.944825
24.0,814,1570.426367
30.0,611,1576.482123
35.0,798,1585.407874
14.0,573,1591.530403
34.0,884,1600.52534
18.0,666,1607.178156
25.0,824,1615.378515
27.0,867,1624.603649
34.0,954,1634.332869
36.0,689,1641.264667
16.0,664,1648.372627
40.0,1075,1660.025807
22.0,617,1666.378753
62.0,1175,1678.987316
29.0,680,1686.077304
24.0,791,1694.061691
68.0,1246,1706.86603
31.0,1009,1716.764679
35.0,764,1724.551289
30.0,747,1731.919025
14.0,634,1738.153382
20.0,695,1744.943231
22.0,577,1750.490165
12.0,538,1755.872894
13.0,640,1762.411088
17.0,611,1768.621292
36.0,983,1778.744987
14.0,370,1782.402082
24.0,918,1791.433365
28.0,658,1798.561692
34.0,958,1808.853983
35.0,1019,1819.689268
39.0,1051,1831.012059
31.0,903,1840.370179
11.0,554,1846.064826
34.0,754,1854.014505
14.0,510,1859.702589
13.0,552,1866.288442
29.0,862,1877.03456
42.0,1069,1893.847326
24.0,750,1905.185193
39.0,1209,1920.014929
22.0,544,1925.485843
43.0,951,1934.607111
30.0,844,1943.486016
18.0,601,1949.659822
25.0,698,1956.914489
31.0,930,1966.472516
32.0,1007,1977.150289
30.0,1027,1987.677
21.0,749,1995.398808
22.0,566,2001.112572
18.0,522,2006.725373
27.0,692,2013.920352
26.0,662,2020.527027
40.0,1152,2032.231831
27.0,799,2040.478808
44.0,1102,2053.05471
38.0,636,2060.491787
41.0,1359,2081.610375
33.0,948,2096.364912
38.0,928,2110.672773
24.0,763,2123.348418
32.0,884,2137.267735
31.0,633,2146.971585
22.0,883,2159.686881
35.0,965,2173.953412
52.0,1250,2192.615155
30.0,808,2204.79272
20.0,699,2215.142145
25.0,752,2226.492117
45.0,1200,2244.717301
39.0,838,2257.38655
42.0,928,2271.517029
32.0,796,2283.194118
33.0,949,2297.162508
52.0,1101,2313.584527
33.0,833,2326.13662
58.0,1058,2341.796745
66.0,1462,2363.586264
55.0,1143,2381.075481
58.0,1304,2400.245366
45.0,1171,2417.323245
36.0,800,2429.353514
56.0,1431,2450.766014
40.0,1114,2467.737086
69.0,1234,2485.952056
37.0,1134,2502.374729
75.0,1241,2520.908246
45.0,1308,2540.875411
46.0,1300,2560.359377
42.0,934,2574.268664
39.0,1151,2591.443578
36.0,1054,2607.152131
41.0,1226,2625.643948
29.0,1063,2641.718637
25.0,887,2654.680942
58.0,1184,2672.283859
30.0,871,2685.398897
18.0,747,2696.323935
80.0,1324,2716.138732
32.0,916,2729.890553
42.0,1100,2745.977913
62.0,1128,2762.973383
62.0,1521,2785.902704
51.0,997,2800.513319
42.0,1006,2815.385979
36.0,1009,2830.49509
56.0,1218,2848.886537
44.0,701,2859.394555
58.0,960,2873.353422
17.0,718,2883.875371
53.0,1123,2900.972462
54.0,1055,2916.61415
42.0,1278,2935.831604
56.0,1104,2952.099262
65.0,1520,2974.231645
49.0,1040,2989.45718
41.0,984,3004.540467
47.0,1229,3023.096721
40.0,1099,3039.593539
36.0,853,3052.450641
49.0,1240,3071.044868
21.0,846,3083.710692
65.0,1421,3104.900899
69.0,1311,3124.095335
30.0,864,3137.033804
35.0,1010,3151.681624
36.0,1073,3167.566651
29.0,677,3177.860446
63.0,1237,3196.148777
26.0,771,3207.712587
50.0,995,3222.426433
85.0,1568,3245.642369
55.0,1290,3264.628561
52.0,875,3277.434007
39.0,912,3291.255969
53.0,1284,3310.399295
23.0,772,3322.041207
78.0,1480,3344.475701
54.0,1027,3359.705883
74.0,1334,3379.592128
37.0,712,3390.216846
51.0,984,3404.224953
14.0,600,3413.021168
32.0,1044,3428.799089
51.0,1192,3446.318458
26.0,884,3459.049559
55.0,1094,3475.919585
45.0,1069,3491.613135
60.0,1271,3510.317672
73.0,1554,3533.575884
71.0,1098,3549.914716
40.0,1056,3565.272455
30.0,684,3575.387518
39.0,862,3588.432795
71.0,1238,3606.636411
43.0,1093,3623.041114
42.0,1063,3638.723716
55.0,1262,3657.63672
65.0,1348,3677.550902
49.0,871,3690.518711
53.0,817,3702.518111
51.0,941,3715.912366
49.0,1114,3732.794694
62.0,1013,3747.551075
47.0,1112,3764.126005
16.0,592,3772.795079
34.0,1049,3788.749806
37.0,1163,3806.042122
68.0,1397,3826.698963
64.0,1054,3842.167112
57.0,1058,3857.828537
57.0,1342,3878.146202
50.0,909,3891.448011
51.0,1011,3906.735688
43.0,720,3917.658609
68.0,1538,3940.188713
51.0,1062,3955.838836
26.0,634,3965.108193
54.0,1058,3980.681358
63.0,1098,3996.46066
52.0,1306,4015.609402
48.0,1195,4033.549961
80.0,1649,4057.881463
36.0,986,4072.846081
36.0,876,4086.249899
44.0,985,4101.111022
30.0,882,4114.188916
51.0,1208,4132.233452
35.0,953,4146.564077
62.0,1292,4166.155508
32.0,850,4178.478869
44.0,1063,4194.113495
36.0,694,4203.364202
44.0,1005,4216.127321
40.0,1053,4229.33636
109.0,1219,4244.689314
42.0,800,4254.488072
48.0,1082,4267.788133
73.0,1219,4283.280953
76.0,1468,4301.532713
46.0,713,4310.356149
65.0,1307,4326.402086
66.0,966,4338.513202
86.0,1661,4359.302444
59.0,1074,4372.657445
72.0,1053,4386.050004
74.0,1096,4399.89429
64.0,1259,4416.026489
85.0,1509,4434.710675
210.0,1808,4457.081136
38.0,1022,4469.962304
79.0,1138,4484.26161
56.0,787,4494.007004
62.0,1204,4509.404218
61.0,1151,4524.138191
64.0,1266,4540.43542
246.0,1212,4555.426826
69.0,1077,4569.009376
52.0,1156,4583.819312
39.0,1093,4597.331231
74.0,1317,4613.975772
97.0,1485,4632.542116
83.0,1208,4647.716611
118.0,1792,4670.444065
56.0,1118,4684.565308
64.0,1112,4698.156294
87.0,1505,4717.183125
185.0,1592,4737.276828
111.0,1396,4755.241986
82.0,1146,4769.556352
111.0,1546,4789.019227
63.0,705,4797.616678
57.0,1064,4810.808862
204.0,1459,4829.78259
55.0,1083,4843.339399
134.0,1652,4864.233395
146.0,1518,4883.533371
56.0,906,4894.719509
67.0,1388,4912.746807
88.0,1480,4931.59727
182.0,1154,4945.96662
62.0,1344,4963.068683
79.0,1245,4978.825177
86.0,1525,4997.859547
90.0,1483,5016.811114
125.0,1559,5036.375529
77.0,1451,5054.673203
80.0,1463,5072.691335
40.0,1019,5085.524372
58.0,977,5097.729912
69.0,1003,5110.705807
120.0,1688,5132.160253
71.0,1325,5148.76294
110.0,1329,5165.201288
64.0,1487,5183.977937
75.0,1396,5201.339682
79.0,1497,5220.050422
116.0,1797,5242.928602
54.0,1154,5257.346959
73.0,1533,5276.741111
46.0,1007,5289.136761
18.0,622,5296.789217
77.0,1229,5312.541457
60.0,1330,5329.191441
50.0,1076,5342.443632
123.0,1526,5361.971648
77.0,1200,5377.033226
85.0,1211,5392.261644
214.0,1385,5409.724651
160.0,1181,5424.699004
111.0,1767,5446.395926
84.0,1211,5462.255033
49.0,1076,5475.697861
53.0,1203,5490.865075
46.0,920,5502.47381
64.0,1302,5518.587716
100.0,1440,5537.133674
35.0,838,5547.345716
75.0,1279,5563.393114
130.0,1594,5583.492204
106.0,1517,5602.345574
40.0,908,5613.446092
49.0,1242,5628.909144
51.0,1071,5642.374786
110.0,1436,5660.167473
38.0,1145,5674.807621
113.0,1634,5695.215092
72.0,1125,5709.454641
66.0,1222,5724.931316
55.0,1190,5740.032532
83.0,1428,5758.519922
51.0,1221,5773.871064
323.0,1591,5793.812246
106.0,1122,5808.176569
44.0,960,5820.394531
55.0,1142,5834.471919
52.0,927,5846.290401
29.0,643,5854.236583
192.0,1777,5876.311225
43.0,650,5884.283762
29.0,860,5895.21165
89.0,1358,5912.245716
111.0,1656,5933.273964
45.0,726,5942.385386
89.0,1491,5960.580992
92.0,1423,5978.589364
155.0,1699,6000.019774
70.0,1413,6017.888119
67.0,1065,6031.393965
121.0,1536,6050.892516
209.0,1643,6071.927734
237.0,1438,6089.885294
55.0,789,6099.812195
131.0,1463,6118.342509
93.0,1285,6134.559856
57.0,798,6144.506058
335.0,1982,6169.230297
99.0,1512,6188.376163
65.0,1178,6202.808362
178.0,1302,6219.141395
129.0,864,6230.011192
75.0,944,6241.695923
108.0,1089,6255.174106
297.0,1834,6278.28369
112.0,1501,6296.847374
153.0,1155,6311.661663
68.0,1412,6329.157889
98.0,1381,6346.33714
89.0,1378,6363.672618
161.0,1367,6380.90458
53.0,1143,6395.391853
168.0,1468,6413.711492
74.0,1192,6428.503863
45.0,873,6439.657703
215.0,1440,6457.692368
200.0,1330,6474.278827
51.0,1004,6486.933201
242.0,1789,6509.429416
100.0,1582,6529.26916
56.0,909,6540.619512
319.0,2041,6566.107612
134.0,1402,6584.054146
53.0,1045,6597.161965
90.0,1337,6613.74418
88.0,1294,6630.119424
113.0,1676,6651.174764
87.0,1055,6664.547881
103.0,1783,6687.196108
68.0,1198,6702.453024
181.0,1348,6719.612073
95.0,1396,6737.203351
148.0,1410,6754.780512
70.0,1479,6773.708931
127.0,1402,6791.334917
65.0,1163,6805.733766
196.0,1406,6823.696449
70.0,1201,6838.477007
60.0,1011,6851.385305
67.0,1109,6865.416111
249.0,2086,6891.212833
262.0,1679,6912.728155
153.0,1796,6935.415104
290.0,1908,6959.463125
141.0,1725,6981.227767
162.0,1751,7003.07844
94.0,1360,7020.563251
366.0,1999,7045.365641
148.0,1518,7064.547343
79.0,1336,7081.089214
82.0,1291,7097.208214
258.0,1663,7118.276339
274.0,1915,7142.17506
350.0,1986,7167.072086
142.0,1618,7187.444274
97.0,1101,7200.934996
291.0,1703,7222.315169
267.0,1468,7240.463964
159.0,1560,7260.182267
133.0,1487,7278.47917
222.0,1180,7293.290827
75.0,1245,7309.023818
169.0,1542,7328.170972
343.0,2099,7354.769476
232.0,1688,7376.379651
373.0,1512,7395.027716
104.0,1150,7409.749762
202.0,1460,7427.946054
319.0,1969,7452.731509
133.0,1476,7471.440048
84.0,1229,7486.779933
387.0,1857,7510.057917
254.0,1440,7528.059458
294.0,1463,7546.276772
183.0,1669,7567.217165
85.0,1288,7583.39652
266.0,1780,7606.165726
265.0,1473,7624.937629
271.0,1876,7648.473928
105.0,1421,7666.336566
239.0,1660,7687.410986
94.0,1260,7703.16195
261.0,1722,7724.63477
138.0,1452,7742.757619
54.0,991,7755.071413
406.0,2147,7782.303686
105.0,1263,7797.918537
71.0,1260,7813.929879
88.0,1204,7828.797765
150.0,1798,7851.214598
106.0,1475,7869.701004
342.0,1644,7889.987096
39.0,923,7901.557203
293.0,1602,7921.880513
126.0,1513,7940.802452
84.0,1505,7959.764345
273.0,1327,7976.372678
344.0,1755,7998.076185
84.0,1434,8015.889746
65.0,1195,8030.715472
384.0,2154,8057.745015
323.0,2091,8083.727517
15.0,641,8091.569437
156.0,1509,8110.789072
345.0,1976,8135.493799
371.0,1955,8160.240928
347.0,1475,8178.847361
283.0,1493,8197.330316
317.0,1784,8220.040551
103.0,1256,8235.810824
423.0,2314,8264.896371
93.0,1263,8280.544031
256.0,1247,8295.845611
334.0,1635,8316.352031
296.0,2234,8344.425138
266.0,1399,8361.735304
203.0,1409,8379.623927
313.0,1895,8403.187396
213.0,1627,8423.072454
118.0,1495,8442.17687
109.0,1166,8456.703399
371.0,1603,8476.86451
66.0,993,8489.629176
365.0,2082,8516.372967
107.0,1272,8532.321573
367.0,2091,8558.391734
182.0,1656,8579.206145
418.0,2235,8607.463502
335.0,1856,8630.776911
124.0,1488,8649.0336
104.0,1041,8661.729681
129.0,1377,8679.399872
263.0,1791,8702.059383
402.0,2395,8732.025693
174.0,1637,8752.882173
93.0,1342,8769.592078
48.0,1081,8783.561831
135.0,1470,8801.625376
334.0,1997,8827.129699
318.0,1893,8850.615267
57.0,1144,8864.854082
364.0,1834,8887.968659
417.0,2290,8916.855528
408.0,1935,8941.282007
143.0,1314,8957.60305
103.0,1162,8972.20747
263.0,1691,8993.348738
355.0,1974,9018.489143
410.0,2248,9046.295228
368.0,1962,9070.929243
193.0,1865,9093.893528
161.0,1530,9113.008036
228.0,1291,9129.323237
315.0,1765,9151.340702
364.0,1952,9176.0575
73.0,995,9188.266956
149.0,1301,9204.711648
317.0,1932,9229.101971
372.0,1742,9250.942999
127.0,1527,9269.928577
311.0,1649,9290.93206
115.0,1370,9308.211429
45.0,917,9319.540144
97.0,1468,9337.885848
95.0,1424,9355.703313
81.0,1204,9370.68604
82.0,1287,9386.802953
416.0,2049,9407.701394
296.0,2059,9428.019894
388.0,1945,9447.295238
355.0,1881,9465.435493
413.0,2288,9487.923393
301.0,1658,9504.283908
352.0,1581,9519.531767
