# {"t_start": 1564960580.6601942, "env_id": "RobotankNoFrameskip-v4"} 
r,l,t
0.0,2459,35.676896
1.0,2371,68.291152
1.0,1895,95.37519
4.0,3051,146.651939
3.0,4596,223.063065
2.0,1937,254.629016
0.0,2125,289.872961
2.0,1789,318.281959
0.0,1245,337.874365
1.0,2044,370.053495
6.0,3869,431.697519
1.0,2773,476.121679
0.0,2596,517.336083
3.0,2326,555.109894
2.0,2838,601.775292
5.0,2883,649.063907
0.0,1739,676.397114
5.0,4023,741.387056
2.0,3224,794.858917
3.0,2760,843.25008
1.0,2016,876.950353
5.0,4001,944.261287
0.0,3005,994.650501
4.0,3007,1044.080043
3.0,1960,1078.410284
2.0,2457,1120.29262
6.0,4112,1189.560134
8.0,4014,1253.999075
8.0,3152,1303.977758
8.0,4153,1369.016365
10.0,3200,1421.052382
9.0,4585,1494.945734
6.0,5752,1586.647342
4.0,2989,1634.446639
14.0,4545,1706.997162
6.0,4052,1771.611698
6.0,3285,1824.54005
9.0,4732,1900.746428
3.0,2382,1939.485499
7.0,2818,1984.207232
6.0,3037,2032.775987
12.0,4383,2103.531232
3.0,3546,2159.376527
0.0,4111,2227.960004
0.0,1584,2253.205845
1.0,2093,2286.882676
0.0,1353,2308.43524
1.0,1842,2340.961816
0.0,1019,2359.634874
1.0,1521,2387.89419
4.0,3481,2452.557791
1.0,3092,2514.680213
4.0,2702,2570.922791
6.0,2704,2625.390429
1.0,2122,2668.538393
1.0,1667,2701.893213
3.0,3875,2779.83689
4.0,2267,2825.452787
4.0,3492,2896.025194
4.0,2548,2946.973062
2.0,2736,3003.01719
4.0,2110,3045.751406
2.0,2769,3102.61217
5.0,2960,3162.210533
2.0,1830,3200.174085
5.0,3581,3272.306257
3.0,3788,3350.365126
4.0,2131,3393.07089
3.0,2400,3442.629096
4.0,2120,3486.715643
3.0,1798,3523.316854
2.0,2311,3570.738521
2.0,2911,3630.091877
5.0,3529,3703.267611
1.0,3200,3770.249666
2.0,1920,3810.402062
2.0,1709,3844.435365
1.0,3664,3921.614644
6.0,4684,4014.63853
1.0,2140,4055.723116
0.0,1854,4092.418246
0.0,1549,4122.100181
5.0,4149,4204.147329
3.0,2366,4251.551196
3.0,2329,4298.030849
2.0,2776,4353.152855
1.0,2920,4410.70652
0.0,804,4426.188509
3.0,1847,4462.689979
7.0,3153,4526.360386
4.0,2635,4578.770691
5.0,2713,4633.717514
3.0,2405,4681.589747
5.0,2101,4721.228419
1.0,1215,4744.345994
4.0,2230,4788.386966
4.0,2668,4842.042898
3.0,1656,4874.427492
3.0,3363,4941.287513
5.0,3279,5006.298567
2.0,1783,5042.000486
1.0,1727,5075.85872
1.0,1625,5108.310491
2.0,1648,5140.184201
6.0,2802,5195.388107
6.0,1968,5233.537201
1.0,1093,5254.888134
4.0,1197,5278.453558
0.0,1847,5315.027632
2.0,2269,5360.919052
2.0,2249,5405.659198
5.0,3415,5474.442472
3.0,2967,5532.912497
4.0,3873,5608.978223
0.0,2166,5652.204109
4.0,3260,5715.956972
2.0,1536,5745.699749
1.0,2987,5804.559515
2.0,890,5822.30485
3.0,2297,5867.257344
4.0,2232,5911.73969
7.0,2590,5962.588468
1.0,1871,5998.666506
4.0,3223,6061.421106
1.0,1617,6093.546759
10.0,3509,6163.891838
3.0,3656,6236.259239
1.0,1928,6274.367464
6.0,2650,6327.023704
4.0,2196,6370.363889
2.0,2737,6425.470177
1.0,2343,6472.396645
4.0,3367,6539.59862
0.0,2459,6586.98704
1.0,2569,6637.65613
2.0,1989,6676.390306
0.0,1655,6709.237895
5.0,2938,6767.934422
5.0,3043,6829.599741
1.0,2823,6884.965255
3.0,1534,6914.866981
1.0,1503,6944.49048
0.0,1734,6979.357332
5.0,1979,7019.646139
4.0,3042,7080.652426
2.0,1649,7113.426124
7.0,3032,7173.766615
5.0,2592,7224.721239
1.0,2151,7266.947835
3.0,2067,7306.682909
2.0,1787,7341.499684
4.0,1707,7375.214947
9.0,3345,7442.688832
4.0,2557,7493.382649
5.0,3340,7558.317103
11.0,5035,7657.093252
5.0,2357,7703.410313
2.0,2063,7744.316247
4.0,2114,7785.085855
6.0,2910,7842.584149
3.0,2642,7894.809853
1.0,1321,7920.993695
0.0,1969,7959.656318
9.0,5297,8065.544577
7.0,3892,8142.838721
4.0,2523,8194.23257
4.0,2100,8236.019588
11.0,3821,8310.788739
3.0,1713,8344.424689
3.0,1870,8381.462676
0.0,1080,8403.110934
1.0,1574,8434.474994
7.0,3010,8492.044392
6.0,2635,8543.721549
13.0,5012,8641.312518
8.0,4267,8726.208102
