# {"t_start": 1564959094.703656, "env_id": "CentipedeNoFrameskip-v4"} 
r,l,t
2121.0,636,4.51661
2596.0,699,8.691138
2606.0,797,13.405426
869.0,568,16.756495
2792.0,1162,23.831489
4296.0,907,29.258642
2334.0,856,34.290914
3858.0,1228,41.625912
1597.0,549,45.013451
5834.0,1095,51.711989
4503.0,1142,59.416999
4569.0,1286,70.421843
2435.0,721,76.697792
3058.0,645,82.206215
2891.0,675,88.016851
5405.0,1192,98.290196
2052.0,752,104.785745
1259.0,527,109.269572
4493.0,1325,121.162149
2686.0,771,127.916186
1417.0,793,134.914073
2390.0,818,142.080321
2591.0,787,149.846678
5198.0,1245,162.105468
7094.0,1555,176.368041
811.0,478,180.477939
2854.0,783,187.430523
4013.0,1189,197.909484
2684.0,1013,206.704435
1764.0,774,213.64016
2824.0,700,219.658979
4287.0,794,226.690931
706.0,435,230.631923
1245.0,613,235.872536
2628.0,870,243.441686
1760.0,749,249.93671
1364.0,767,256.567685
2200.0,780,263.510772
5201.0,899,271.252652
1419.0,651,276.875517
1376.0,543,281.622155
6228.0,1008,290.548937
667.0,439,294.477298
2791.0,629,299.904154
2985.0,1144,309.77379
2322.0,696,315.718058
2848.0,712,321.828444
1901.0,564,326.804409
3876.0,691,333.00597
2480.0,718,339.233464
5960.0,1122,349.124334
2402.0,875,356.831962
541.0,617,362.306495
5885.0,1068,371.642584
3377.0,858,380.029018
882.0,521,384.815913
3381.0,738,391.543493
4394.0,987,400.339919
2268.0,623,406.002051
4050.0,825,413.224316
1687.0,504,417.569309
4677.0,886,425.081271
2169.0,656,430.735315
1849.0,635,436.160656
1591.0,740,442.503397
2886.0,868,449.949386
3335.0,993,458.487582
1973.0,788,465.281387
3424.0,903,473.236073
703.0,560,478.135681
1756.0,865,485.751429
950.0,657,491.642776
4260.0,838,499.080105
1788.0,593,504.356301
2846.0,764,511.030261
1247.0,602,516.380112
2084.0,665,522.24981
4355.0,914,531.471067
2607.0,727,538.514872
1991.0,575,546.836282
596.0,535,555.045949
1775.0,548,563.837568
4512.0,891,577.428214
2363.0,587,586.391976
2208.0,672,596.773308
1151.0,360,602.16795
635.0,503,609.63352
2727.0,767,621.849241
1970.0,724,633.68003
3564.0,792,646.764568
3171.0,874,660.130245
1702.0,501,667.588793
1684.0,569,676.184202
2217.0,636,685.786994
1454.0,590,694.725429
2569.0,680,705.249703
2442.0,704,715.836414
787.0,516,723.680655
9235.0,1075,740.705102
2455.0,991,756.088429
2506.0,817,768.785336
3314.0,807,781.229234
4663.0,1122,798.249319
1689.0,656,808.084023
2777.0,659,817.930294
1216.0,431,824.342147
3797.0,632,833.953512
5951.0,751,845.292421
1969.0,471,852.360068
1295.0,439,858.882568
8931.0,1061,875.275249
3504.0,947,889.432249
1599.0,661,899.461451
6247.0,1329,919.795864
3017.0,759,931.19552
1785.0,643,940.771994
1383.0,567,949.252582
2685.0,836,961.768856
852.0,523,969.574743
1857.0,883,982.731385
1391.0,523,990.729462
2218.0,632,1000.111919
6814.0,1166,1017.675024
4031.0,900,1031.070327
3426.0,719,1042.079184
2786.0,528,1050.107193
1326.0,565,1058.905321
1780.0,581,1067.636342
3744.0,871,1080.747695
