# {"t_start": 1564959094.557561, "env_id": "CentipedeNoFrameskip-v4"} 
r,l,t
4867.0,1277,8.5361
4263.0,1073,14.905223
3344.0,992,20.906776
2192.0,731,25.349481
5126.0,1076,31.695357
4947.0,1245,39.057661
3647.0,839,44.199885
3866.0,976,50.204292
1388.0,520,53.283144
1325.0,669,57.37185
2373.0,904,65.316817
2149.0,560,70.023327
2503.0,782,76.816285
1189.0,487,81.004212
1069.0,573,85.891569
1700.0,655,91.497023
1368.0,672,97.230517
5609.0,1413,109.481636
5220.0,1362,121.711479
2630.0,886,129.498643
4026.0,1064,138.958755
1757.0,893,147.188791
1511.0,853,155.738595
2413.0,810,163.59256
2834.0,601,169.289719
2509.0,1088,178.80653
1554.0,515,183.225379
2322.0,676,189.286528
2424.0,571,194.315287
479.0,463,198.322602
2378.0,797,205.216688
3067.0,822,212.588631
4839.0,946,220.817367
3538.0,923,229.012442
1587.0,695,235.061239
1899.0,812,242.075594
2008.0,769,248.791914
6578.0,1233,259.647892
825.0,631,265.158855
2069.0,700,271.127944
7647.0,1868,287.566641
2328.0,747,294.23868
1778.0,630,299.723944
1050.0,628,305.143411
2099.0,481,309.231477
2061.0,574,314.096981
2414.0,807,320.976197
2572.0,621,326.462025
2181.0,742,333.149572
4554.0,823,340.311351
889.0,567,345.371309
1162.0,604,350.558128
1538.0,819,357.806694
3444.0,1037,366.990627
1723.0,626,372.375539
1809.0,506,377.172536
3307.0,1030,387.174296
5240.0,1411,399.747391
1229.0,715,406.255131
415.0,455,410.214988
3572.0,746,416.658866
3565.0,630,422.053299
3499.0,960,430.274807
1820.0,652,435.851363
1792.0,968,444.166532
692.0,457,448.051698
2790.0,553,452.777536
5167.0,1119,462.420897
1257.0,714,468.637747
5222.0,954,477.033066
2660.0,682,482.997543
3759.0,710,489.372892
2002.0,592,494.644681
3497.0,928,502.888149
1889.0,773,509.718948
2991.0,716,516.029638
3785.0,584,521.184563
4902.0,1018,531.278143
4183.0,878,539.913023
1567.0,486,547.403574
3670.0,872,561.246857
2817.0,729,572.176612
2355.0,758,583.732954
3969.0,840,596.970817
1809.0,597,605.881114
4008.0,822,618.753091
3716.0,928,633.881498
2098.0,596,643.66456
799.0,688,654.509398
2423.0,760,665.921348
1252.0,640,675.578754
3709.0,799,687.64885
3873.0,797,699.882741
2191.0,467,707.028594
4890.0,1012,722.336954
1166.0,558,731.206736
1188.0,516,739.265025
4231.0,861,752.680943
3912.0,1081,769.481886
1422.0,648,779.26319
3862.0,775,791.165863
1294.0,435,797.695931
2460.0,659,807.555545
5444.0,1086,823.872879
3258.0,705,834.603481
1012.0,464,841.619428
1667.0,651,851.357878
996.0,498,858.788352
2701.0,615,868.259265
3350.0,758,879.917613
1410.0,615,888.934265
2464.0,879,902.307271
4487.0,760,913.83513
3646.0,901,927.577528
2212.0,666,937.503919
