# {"t_start": 1564959094.77377, "env_id": "CentipedeNoFrameskip-v4"} 
r,l,t
4119.0,840,5.671301
4445.0,1172,12.654077
2063.0,648,16.490813
1942.0,719,20.88094
2881.0,897,26.283206
3206.0,674,30.244084
5212.0,1077,36.594122
3546.0,1074,43.105143
5686.0,966,49.078868
3742.0,737,53.467077
4868.0,1170,62.199213
1520.0,762,68.726996
2487.0,831,75.914618
5948.0,1016,84.685712
1280.0,516,89.093806
3011.0,955,97.293573
3204.0,981,105.78214
7865.0,1278,117.003504
3893.0,892,124.937046
6326.0,1151,135.190438
1988.0,648,140.840786
1782.0,613,146.604329
2353.0,1246,159.064113
6435.0,1045,169.106831
1651.0,502,173.440613
331.0,416,177.056249
2723.0,755,183.600729
3259.0,890,191.486771
1922.0,608,196.880072
1687.0,816,203.930578
1903.0,768,210.807329
983.0,818,217.894889
2472.0,612,223.32677
2407.0,677,229.336857
5713.0,1025,238.213371
8643.0,1648,252.608675
4997.0,812,259.795186
9238.0,1303,271.099161
2136.0,873,278.660491
2610.0,584,283.825551
2739.0,551,288.655942
1188.0,616,294.170924
2711.0,894,301.948399
2288.0,799,308.80488
781.0,386,312.023382
2190.0,744,318.412668
1885.0,552,323.114681
1203.0,646,328.988416
3303.0,952,337.350337
2320.0,701,343.568569
2202.0,461,347.538145
2053.0,667,353.277686
5177.0,1244,364.435531
1084.0,591,369.589202
1174.0,593,374.733451
5223.0,653,381.537404
1188.0,518,386.129811
1006.0,428,389.990282
1648.0,528,394.637227
1412.0,768,401.474843
1716.0,550,406.484123
2138.0,506,410.872496
3803.0,1099,420.394261
4465.0,863,427.778546
2363.0,592,432.823615
4270.0,1037,441.747024
1907.0,626,447.101455
2953.0,803,453.97598
1317.0,420,457.566613
2467.0,653,463.163734
5162.0,1087,472.704243
2379.0,613,478.099657
977.0,580,483.130592
1686.0,600,488.529034
1363.0,553,493.454334
1163.0,671,499.4259
2860.0,700,505.579757
2051.0,661,511.34737
3973.0,958,519.925305
1669.0,652,526.229531
1918.0,586,531.971152
2972.0,812,540.09098
6074.0,1138,558.028263
1739.0,647,567.902343
4076.0,777,579.722449
1333.0,749,591.3839
1112.0,480,598.783387
2218.0,611,607.85063
2120.0,494,615.674386
3208.0,781,627.876698
3344.0,738,640.003849
1832.0,423,647.254755
1264.0,501,654.945538
3291.0,912,668.667296
5789.0,968,683.327824
5749.0,1341,703.973067
1388.0,425,710.385442
5990.0,823,722.800557
1363.0,656,733.378913
6866.0,918,747.623279
1812.0,601,756.85447
2210.0,605,766.258572
658.0,553,774.63346
5202.0,943,789.098047
1273.0,423,795.466745
4340.0,1117,812.335978
5677.0,1364,832.966236
1986.0,652,842.838732
2888.0,666,852.84703
906.0,489,860.216081
2982.0,669,870.541159
1267.0,686,880.936475
1428.0,575,889.381333
5159.0,1253,908.531082
1322.0,501,916.069429
2473.0,547,924.382698
6368.0,1099,940.860417
3053.0,844,953.448436
2163.0,538,961.491812
3671.0,918,975.111667
5964.0,995,990.338731
2934.0,742,1001.414382
1412.0,757,1012.777977
4325.0,1115,1029.416447
1310.0,552,1037.803111
6907.0,996,1053.202984
2126.0,635,1062.981838
4160.0,935,1077.028467
1385.0,590,1085.99507
1563.0,539,1094.137957
3863.0,1178,1112.179512
2511.0,728,1123.105852
783.0,621,1132.202517
2064.0,551,1140.534583
3675.0,754,1151.932544
2873.0,952,1166.518735
3189.0,709,1177.257879
3527.0,818,1189.434229
986.0,489,1196.880792
3904.0,813,1209.430874
1063.0,487,1217.094719
4367.0,952,1233.801036
1698.0,605,1243.298337
4752.0,916,1258.342942
1630.0,564,1267.537005
2647.0,769,1280.268096
4017.0,845,1293.791546
1348.0,477,1301.583495
1471.0,732,1314.08001
2601.0,634,1324.051394
5670.0,1014,1339.792051
1569.0,673,1350.209439
4489.0,947,1365.216754
825.0,566,1374.192077
1907.0,592,1383.644683
1609.0,640,1393.863564
2736.0,784,1405.799746
2256.0,630,1415.491477
1436.0,844,1428.541792
2109.0,737,1439.305761
1683.0,613,1448.950104
2388.0,715,1460.458535
2805.0,708,1471.50146
6221.0,1409,1496.693753
2718.0,677,1510.04678
1365.0,578,1522.203975
5177.0,626,1534.476433
1208.0,481,1544.083076
2323.0,495,1553.968931
3469.0,604,1566.128192
5537.0,1145,1593.138275
1873.0,657,1609.767142
3488.0,811,1630.347033
2705.0,660,1647.41664
2095.0,566,1661.522416
2023.0,513,1674.313136
6497.0,1071,1700.927138
407.0,307,1708.289277
4021.0,757,1726.849247
3302.0,765,1746.462286
2699.0,507,1758.835552
3017.0,576,1774.08833
3628.0,637,1789.825035
4046.0,657,1805.5822
2019.0,625,1820.411678
4127.0,701,1837.239427
1194.0,377,1846.11264
3190.0,706,1863.072509
2787.0,616,1878.047932
3015.0,571,1891.302842
2934.0,845,1911.823262
1024.0,495,1924.125327
8685.0,951,1947.949733
2683.0,591,1962.650709
6233.0,895,1984.468386
1848.0,406,1993.996815
4706.0,779,2012.955069
2939.0,598,2027.735744
11662.0,1248,2058.992157
917.0,408,2069.293695
910.0,450,2080.892204
1441.0,403,2090.914937
4338.0,830,2111.561547
1821.0,467,2123.390587
2788.0,583,2137.409107
5274.0,803,2157.385549
941.0,523,2170.100953
4576.0,855,2190.978577
1995.0,571,2204.566114
2929.0,725,2222.965152
4080.0,658,2241.30331
2701.0,801,2261.32653
4528.0,842,2282.606051
2530.0,584,2298.924466
2586.0,531,2313.320155
809.0,402,2323.652391
12079.0,1416,2359.940017
5302.0,849,2381.77749
4477.0,692,2398.478403
3988.0,704,2416.007221
7136.0,975,2442.062562
4040.0,600,2457.202495
1292.0,439,2468.104052
2809.0,692,2485.167061
3618.0,570,2499.366919
568.0,329,2507.332286
3434.0,631,2522.96182
2272.0,473,2535.485023
2974.0,522,2549.711313
4466.0,887,2572.641227
8147.0,1236,2605.551036
2651.0,595,2621.174478
5493.0,891,2644.054835
2638.0,557,2658.198844
2495.0,444,2668.964236
2621.0,545,2682.612116
887.0,403,2692.325252
5412.0,684,2709.125404
1517.0,351,2717.538389
5125.0,747,2735.083243
1901.0,469,2746.691949
5110.0,770,2765.819441
3336.0,528,2778.50905
3698.0,881,2800.281433
754.0,316,2807.814468
3327.0,506,2819.794134
1555.0,415,2829.693899
3920.0,712,2846.911854
2839.0,434,2857.308834
2010.0,438,2868.225028
1191.0,368,2877.335029
3483.0,535,2890.371646
3878.0,631,2905.941614
6298.0,966,2929.557105
4498.0,579,2943.881987
1330.0,384,2953.120499
2717.0,538,2966.219925
1112.0,388,2975.340429
2231.0,718,2993.492786
2548.0,464,3004.678915
2652.0,498,3016.636922
2224.0,411,3026.782748
1797.0,496,3039.129686
4141.0,646,3055.172896
854.0,402,3065.074715
1681.0,389,3074.122519
458.0,295,3081.305354
3257.0,506,3093.532459
1546.0,491,3105.734715
1622.0,442,3116.449383
2474.0,445,3127.479002
1020.0,648,3143.237279
1171.0,464,3154.222689
1107.0,363,3163.009394
4048.0,554,3176.30963
1910.0,459,3186.925645
4814.0,847,3207.474944
2423.0,437,3217.960654
672.0,297,3225.358291
1417.0,389,3235.04093
2451.0,597,3249.738464
4915.0,690,3266.724629
3114.0,636,3282.567819
1650.0,377,3291.532251
1036.0,445,3302.102985
5779.0,913,3324.715747
2870.0,506,3337.336112
922.0,319,3345.207391
585.0,243,3351.305972
6241.0,737,3369.487464
3370.0,590,3384.038351
4761.0,562,3397.839143
7766.0,859,3419.336877
1645.0,591,3434.197153
1125.0,431,3444.282027
3057.0,582,3458.608216
3433.0,438,3469.063118
1511.0,382,3478.206499
2523.0,444,3488.950803
1867.0,586,3503.002659
1562.0,450,3513.838094
1695.0,378,3522.637887
2971.0,426,3532.887647
8979.0,815,3552.252707
1174.0,315,3559.666072
1942.0,464,3571.038125
1765.0,440,3581.595974
2002.0,443,3592.664881
1826.0,478,3604.465872
2079.0,400,3614.00099
3462.0,563,3627.482681
879.0,538,3640.768965
4469.0,637,3656.187826
2116.0,482,3668.886668
3883.0,665,3685.65772
