# {"t_start": 1564702268.2385015, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
1.0,155,2.971691
1.0,175,5.024517
2.0,201,7.258718
0.0,127,8.641294
0.0,125,9.972333
0.0,129,11.372982
0.0,123,12.769846
1.0,176,14.75774
0.0,129,16.122486
2.0,220,18.641753
2.0,202,20.920935
1.0,155,22.640334
0.0,127,24.056026
3.0,270,27.175298
1.0,172,29.116292
3.0,270,32.298314
1.0,175,34.279717
2.0,202,36.642568
0.0,125,38.026313
0.0,127,39.433882
2.0,200,41.776505
0.0,125,43.138354
2.0,224,45.763271
7.0,432,50.856474
5.0,350,55.157071
1.0,178,57.168497
9.0,404,61.968266
2.0,200,64.305545
0.0,127,65.725334
2.0,202,68.061991
4.0,299,71.424301
7.0,432,76.404212
0.0,127,77.816818
2.0,198,80.035021
2.0,202,82.286584
2.0,202,84.583517
2.0,202,86.922313
0.0,125,88.26556
3.0,248,91.069103
2.0,202,93.392595
6.0,396,98.014068
0.0,129,99.421086
5.0,352,103.466748
1.0,155,105.155196
3.0,248,107.998959
0.0,129,109.3403
4.0,296,112.775401
5.0,350,116.824523
2.0,204,119.970692
2.0,224,123.077904
3.0,222,126.088
4.0,279,130.095289
2.0,200,132.809744
3.0,230,135.975101
7.0,394,141.727239
1.0,155,143.858935
0.0,127,145.583251
2.0,200,148.498199
6.0,399,154.126628
2.0,206,157.083823
0.0,129,158.820695
1.0,155,160.904809
3.0,216,163.926651
9.0,404,169.671907
0.0,129,171.411589
1.0,155,173.513579
7.0,405,179.294171
11.0,398,185.12116
2.0,202,187.98307
5.0,309,192.478106
9.0,495,199.525352
2.0,205,202.332035
3.0,214,205.417103
5.0,348,210.38245
8.0,301,214.948821
11.0,481,222.077702
6.0,412,227.935074
10.0,572,236.429108
12.0,464,243.1173
12.0,468,249.944536
12.0,321,254.365065
9.0,505,261.518533
16.0,598,270.039447
13.0,579,278.163695
20.0,619,286.917545
8.0,482,293.702089
7.0,412,299.631758
18.0,643,308.782602
14.0,577,317.118477
10.0,375,322.369602
18.0,587,330.796803
15.0,587,339.003489
17.0,697,349.052766
17.0,464,355.553205
9.0,467,362.580192
11.0,426,369.038048
17.0,620,378.880803
24.0,794,391.816403
34.0,906,406.126794
26.0,856,419.936755
15.0,381,425.92978
54.0,1109,443.483163
18.0,665,454.483553
38.0,945,469.426774
29.0,788,481.987023
19.0,574,490.8499
28.0,827,504.013756
17.0,750,516.7009
24.0,490,523.556567
23.0,828,535.452993
15.0,533,543.636926
26.0,854,555.647981
16.0,704,565.56743
30.0,924,579.608806
27.0,840,591.525742
29.0,970,605.691038
22.0,793,616.625525
15.0,688,626.412411
18.0,692,636.156797
30.0,601,646.436228
37.0,1118,663.008313
57.0,1485,684.829139
15.0,437,690.800347
31.0,823,703.087524
20.0,661,712.49035
39.0,936,725.355252
61.0,1307,743.927311
32.0,745,755.402262
42.0,1165,773.666703
75.0,1131,791.109582
37.0,896,804.079383
46.0,863,816.54177
48.0,1056,832.490155
84.0,1479,854.564039
38.0,952,868.64178
53.0,1290,887.40782
16.0,707,897.222988
60.0,1322,916.092839
18.0,662,925.303278
44.0,1176,941.824078
61.0,1321,962.898344
109.0,1562,986.253278
94.0,1353,1006.659515
47.0,1176,1023.856772
12.0,402,1029.853131
44.0,838,1042.104863
33.0,940,1055.50249
50.0,1128,1071.361593
56.0,1089,1086.713509
105.0,1600,1109.783428
71.0,1406,1129.772648
82.0,1350,1148.717402
68.0,1262,1166.42879
86.0,1590,1188.59019
81.0,1555,1210.137427
84.0,1344,1229.024145
56.0,1307,1247.805816
110.0,1537,1269.50628
313.0,1720,1293.78103
76.0,1071,1308.567714
111.0,1497,1329.534616
54.0,1061,1344.716794
195.0,1143,1362.065627
184.0,1668,1385.986428
47.0,1001,1399.759697
10.0,361,1404.775002
255.0,2097,1434.805176
12.0,553,1442.826232
58.0,973,1456.798978
103.0,1497,1478.463084
22.0,508,1485.695525
68.0,925,1498.694211
8.0,425,1504.534418
108.0,1435,1524.817463
148.0,1427,1545.142457
196.0,1258,1563.435471
218.0,1477,1586.777532
79.0,1490,1610.273371
88.0,1406,1631.212085
53.0,1215,1649.044765
65.0,1112,1665.175975
262.0,1577,1687.95223
113.0,1439,1709.357541
85.0,1305,1727.813086
155.0,1866,1755.311442
328.0,1693,1780.09425
298.0,1918,1808.013002
173.0,1230,1825.48102
126.0,1316,1843.75229
57.0,1263,1861.377504
73.0,1472,1882.046186
154.0,1906,1908.849535
74.0,1506,1931.066466
248.0,1784,1957.072522
334.0,1957,1986.688186
182.0,1848,2029.41159
82.0,1027,2045.462615
67.0,1229,2063.131197
215.0,1994,2091.998167
317.0,1694,2116.461827
42.0,996,2130.764683
272.0,1790,2155.980284
309.0,1337,2177.211395
62.0,1195,2204.905048
15.0,686,2221.430279
225.0,1651,2261.87092
200.0,1870,2308.373175
67.0,875,2329.308199
