# {"t_start": 1564702268.0604126, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
0.0,127,2.807212
0.0,125,4.193289
2.0,205,6.54076
0.0,129,7.942417
4.0,304,11.443705
3.0,272,14.70173
0.0,127,16.046426
2.0,202,18.326506
1.0,174,20.253618
2.0,200,22.514673
0.0,127,23.934425
1.0,157,25.686639
0.0,129,27.083624
0.0,127,28.442976
0.0,125,29.838788
1.0,155,31.587677
5.0,370,36.035099
4.0,299,39.574564
1.0,155,41.325379
2.0,200,43.645886
0.0,125,45.027592
3.0,248,47.891557
1.0,157,49.667567
4.0,298,53.250055
0.0,127,54.676414
0.0,129,56.091719
0.0,129,57.517212
0.0,129,58.926501
0.0,127,60.354218
2.0,200,62.611851
5.0,350,66.814482
0.0,129,68.264679
0.0,129,69.654304
10.0,454,74.865185
8.0,372,79.19155
0.0,127,80.54781
9.0,404,85.315722
3.0,246,88.149485
0.0,129,89.521706
10.0,431,94.595777
0.0,129,95.966653
6.0,375,100.358753
2.0,200,102.558081
4.0,295,105.99583
5.0,352,110.039198
1.0,174,111.971549
1.0,157,113.691737
1.0,177,115.628707
3.0,236,118.505494
0.0,125,120.627358
10.0,453,127.027808
0.0,129,128.749034
0.0,129,130.543225
0.0,129,132.174461
4.0,266,135.900576
7.0,453,142.547425
6.0,361,147.898331
2.0,186,150.352196
9.0,404,156.267713
1.0,155,158.3858
5.0,282,162.364585
4.0,319,166.942337
3.0,235,170.157994
2.0,206,173.068702
6.0,382,178.485125
15.0,639,187.93397
11.0,271,191.872217
3.0,233,195.1374
13.0,365,200.231995
8.0,499,207.582581
5.0,333,212.477294
5.0,329,217.370824
5.0,345,222.399897
5.0,348,227.337692
8.0,424,233.433367
11.0,521,241.190951
10.0,359,246.39686
3.0,236,249.658933
18.0,486,256.490114
15.0,543,264.170613
14.0,608,272.848925
13.0,335,277.409795
15.0,465,283.992542
8.0,496,290.880826
14.0,386,296.455413
6.0,363,301.461058
11.0,511,308.775459
12.0,520,316.311122
11.0,515,323.55632
10.0,487,330.513252
15.0,608,339.033052
18.0,594,347.593995
8.0,501,354.586588
16.0,446,361.300238
18.0,550,369.661763
2.0,203,372.526609
22.0,778,385.218554
13.0,671,395.773157
13.0,514,403.919019
24.0,883,418.250495
10.0,548,426.984558
34.0,995,442.706158
15.0,386,448.907493
4.0,284,453.50004
34.0,890,467.619209
34.0,1054,484.385645
43.0,1042,500.927764
17.0,661,511.89893
15.0,620,521.384951
38.0,982,535.502646
51.0,968,549.891682
24.0,725,560.09958
42.0,908,572.968934
