# {"t_start": 1564962898.0012577, "env_id": "AlienNoFrameskip-v4"} 
r,l,t
410.0,799,26.643646
130.0,443,39.957361
220.0,765,63.681961
210.0,550,80.243048
460.0,758,104.416865
370.0,770,129.827501
370.0,833,158.49359
190.0,536,176.596335
220.0,781,203.970414
220.0,537,222.42826
450.0,923,253.943688
230.0,623,275.763161
260.0,529,294.074102
290.0,642,316.75745
310.0,626,339.246039
300.0,515,357.029985
330.0,735,382.837949
310.0,619,404.872441
400.0,631,426.233265
320.0,510,443.936508
220.0,474,460.501556
280.0,535,478.484931
250.0,628,499.900604
230.0,682,523.133868
330.0,534,542.015644
290.0,595,563.351592
360.0,918,595.698103
470.0,687,620.913005
350.0,672,644.56525
320.0,658,667.478775
290.0,754,694.148709
240.0,399,708.286441
280.0,476,724.416423
330.0,479,740.434869
260.0,397,754.274645
370.0,737,780.285334
300.0,538,798.935737
180.0,375,811.844731
440.0,964,844.742967
320.0,449,861.093115
300.0,555,881.349096
360.0,485,897.608977
400.0,579,918.157892
310.0,490,935.338597
380.0,764,962.31199
390.0,520,980.050243
310.0,780,1007.787537
440.0,752,1034.460999
890.0,782,1061.542903
380.0,773,1088.810147
210.0,518,1106.945105
370.0,743,1132.620637
310.0,714,1158.639571
490.0,639,1180.72445
430.0,816,1208.476937
380.0,550,1227.648941
180.0,593,1248.070812
1020.0,696,1271.609821
330.0,494,1287.986952
270.0,577,1308.133014
270.0,715,1333.903466
380.0,575,1354.096007
280.0,999,1390.240981
360.0,1082,1428.561332
300.0,519,1447.076306
1800.0,650,1471.25521
300.0,471,1487.416493
360.0,495,1504.205513
360.0,630,1526.32164
310.0,526,1545.589562
410.0,714,1569.95412
420.0,708,1595.082636
840.0,564,1614.278851
290.0,677,1638.257003
330.0,554,1657.701963
300.0,599,1678.686263
240.0,462,1694.089782
430.0,462,1709.923339
230.0,399,1724.50202
420.0,642,1746.625983
220.0,460,1762.455728
520.0,627,1784.932417
230.0,557,1804.002272
500.0,901,1835.785892
530.0,527,1854.107877
450.0,524,1871.653445
430.0,550,1890.978849
540.0,569,1911.081289
340.0,436,1925.658037
430.0,492,1943.310644
300.0,338,1954.888634
510.0,539,1973.794571
480.0,611,1994.884375
300.0,578,2014.334357
350.0,624,2035.600918
590.0,791,2063.185421
550.0,651,2085.958939
1040.0,761,2112.030246
440.0,461,2128.181781
250.0,543,2147.719578
390.0,588,2167.331458
380.0,589,2187.895629
350.0,628,2209.239624
910.0,492,2225.670753
540.0,572,2245.693168
400.0,447,2260.763123
380.0,649,2284.457883
430.0,666,2307.259023
390.0,458,2322.603834
1000.0,629,2343.413812
340.0,660,2366.456736
430.0,354,2378.547352
360.0,379,2391.078277
520.0,983,2426.145268
410.0,700,2451.157584
440.0,489,2467.207019
350.0,513,2485.56137
550.0,729,2511.125981
480.0,584,2531.015863
390.0,584,2550.627106
1080.0,754,2575.873987
510.0,642,2598.893692
470.0,661,2622.127315
460.0,488,2639.145626
460.0,585,2659.047553
420.0,506,2676.357502
530.0,834,2705.183597
480.0,927,2737.410712
410.0,494,2754.543677
1170.0,836,2783.206661
450.0,466,2798.775278
370.0,468,2814.606742
500.0,476,2831.324421
570.0,636,2852.792199
450.0,627,2875.661608
250.0,555,2894.744102
460.0,534,2913.573802
420.0,505,2931.06861
460.0,610,2951.56059
570.0,608,2972.305436
300.0,725,2996.862666
480.0,565,3016.641957
470.0,396,3029.874592
470.0,610,3050.160031
500.0,551,3068.817809
300.0,385,3081.890735
1070.0,442,3097.083631
340.0,544,3116.82652
390.0,515,3134.86167
380.0,380,3148.406331
400.0,550,3168.28708
540.0,585,3188.85847
1010.0,616,3210.780823
1000.0,916,3243.078269
450.0,634,3264.434236
470.0,421,3278.562561
390.0,398,3291.842342
520.0,562,3311.985289
970.0,537,3329.682334
460.0,413,3344.524647
610.0,700,3369.447957
430.0,429,3384.755265
540.0,583,3404.24524
2040.0,771,3430.273054
660.0,625,3451.454851
690.0,790,3478.848371
520.0,487,3496.298089
520.0,504,3514.015709
410.0,418,3528.792707
660.0,565,3548.075017
540.0,476,3564.124257
490.0,396,3577.26462
490.0,403,3591.289516
560.0,703,3615.299932
550.0,583,3636.463228
390.0,538,3655.239786
980.0,654,3677.781043
440.0,397,3691.042329
580.0,497,3708.294914
640.0,545,3727.08034
470.0,662,3750.0661
550.0,553,3768.549891
480.0,608,3789.393988
450.0,416,3803.725494
360.0,470,3819.760699
1000.0,481,3836.477212
400.0,330,3848.009293
570.0,618,3869.3462
420.0,439,3884.639489
540.0,597,3905.31802
490.0,369,3917.852135
680.0,587,3938.231002
480.0,617,3959.256695
400.0,550,3978.036548
500.0,514,3995.201236
1080.0,580,4015.413742
360.0,539,4033.551068
720.0,878,4065.403034
770.0,931,4097.70004
560.0,445,4112.235882
440.0,433,4126.777221
580.0,492,4143.636145
540.0,421,4158.10316
440.0,629,4179.305296
570.0,698,4203.767088
570.0,554,4222.800803
440.0,490,4239.630268
520.0,635,4261.573282
1020.0,585,4282.009179
480.0,443,4297.103926
560.0,523,4315.284194
510.0,476,4331.233277
500.0,365,4343.353499
510.0,391,4356.659854
590.0,542,4374.731836
520.0,524,4393.421119
490.0,392,4406.999489
600.0,437,4421.762697
500.0,492,4438.31497
530.0,528,4457.004419
580.0,472,4472.935161
370.0,587,4493.268208
500.0,481,4510.451355
800.0,853,4540.529214
500.0,428,4555.007938
470.0,473,4571.337398
480.0,398,4585.222129
510.0,413,4599.656012
610.0,491,4616.083077
570.0,489,4632.374968
600.0,664,4654.422648
490.0,529,4673.571138
460.0,413,4688.039093
570.0,730,4712.766853
440.0,427,4726.881186
490.0,367,4740.040204
650.0,823,4768.814564
490.0,440,4784.057826
450.0,448,4799.012906
400.0,540,4818.035591
680.0,602,4838.815343
450.0,503,4856.200468
720.0,847,4884.786744
500.0,354,4896.422416
500.0,413,4910.664057
620.0,406,4924.326778
490.0,407,4938.367455
620.0,448,4953.481462
470.0,340,4965.525838
570.0,603,4986.395597
410.0,488,5003.124945
470.0,344,5015.114967
510.0,383,5028.303642
450.0,404,5042.541044
580.0,579,5063.299435
560.0,483,5079.280099
540.0,470,5096.446886
610.0,468,5112.757228
540.0,476,5128.722231
750.0,649,5151.531407
480.0,352,5162.968754
480.0,396,5176.688686
580.0,368,5189.477363
470.0,438,5204.524644
560.0,551,5223.179795
550.0,494,5240.475226
590.0,639,5261.582401
640.0,506,5278.588769
530.0,579,5298.360152
590.0,459,5314.092343
390.0,396,5327.668472
570.0,498,5345.217871
440.0,425,5359.615617
610.0,642,5381.142665
560.0,524,5399.117083
470.0,454,5414.732846
570.0,601,5435.799991
560.0,577,5456.381995
600.0,520,5475.015076
550.0,402,5488.528834
540.0,407,5502.749555
500.0,525,5521.386729
590.0,432,5536.30336
590.0,536,5554.7546
470.0,468,5571.284291
550.0,420,5585.340366
590.0,683,5609.12232
510.0,582,5629.093112
470.0,413,5643.143614
530.0,381,5656.294707
610.0,612,5677.403292
620.0,561,5696.35988
520.0,364,5708.891813
550.0,579,5728.691817
560.0,358,5740.550801
540.0,436,5755.692758
430.0,343,5767.134973
750.0,742,5793.388826
620.0,432,5808.913216
540.0,380,5821.646621
660.0,463,5837.97683
460.0,410,5852.235436
520.0,389,5866.046028
680.0,557,5885.866765
560.0,481,5903.571679
600.0,396,5917.217844
530.0,401,5930.986779
560.0,569,5950.398047
570.0,591,5971.209935
620.0,433,5985.706148
620.0,398,5999.515392
640.0,442,6014.618291
580.0,688,6038.313317
530.0,495,6055.720958
640.0,554,6074.854573
650.0,723,6100.07091
700.0,819,6128.487897
550.0,548,6148.229039
1130.0,623,6169.493294
440.0,516,6187.446892
560.0,366,6199.983019
710.0,803,6229.416838
610.0,473,6245.889792
660.0,503,6263.366682
630.0,451,6278.972219
680.0,524,6296.577927
