# {"t_start": 1564959153.9678786, "env_id": "CentipedeNoFrameskip-v4"} 
r,l,t
4494.0,1104,8.27784
3618.0,901,14.20645
1336.0,516,17.617646
5106.0,1007,24.347714
460.0,669,28.709016
2448.0,576,32.430864
3165.0,715,37.196214
1936.0,501,40.471516
4255.0,625,44.623047
1221.0,772,49.757912
3377.0,693,54.319441
1201.0,832,60.077767
3269.0,1056,67.265569
2513.0,601,71.218969
4215.0,988,77.973203
2080.0,523,81.51004
5725.0,1138,89.70234
494.0,491,93.203551
8789.0,1683,105.68187
2703.0,677,110.401723
3905.0,889,116.347972
3683.0,1029,123.222563
837.0,407,126.008374
1717.0,592,129.947487
1297.0,492,133.264914
2571.0,704,138.140662
1600.0,639,142.183138
2249.0,494,145.468476
1578.0,534,149.014953
2084.0,623,153.33156
1707.0,691,158.006657
635.0,610,161.96401
3500.0,1065,169.08464
2485.0,749,174.069504
2418.0,1225,182.264224
2385.0,831,187.798378
2768.0,687,192.454346
3820.0,908,198.499161
4425.0,1037,205.564513
1379.0,604,209.441853
5052.0,1001,216.13727
3723.0,1110,223.686983
4825.0,1165,231.583968
4067.0,965,238.017644
7265.0,1145,245.600484
2825.0,887,251.449933
1933.0,597,255.282955
1141.0,656,259.715489
2566.0,826,265.20984
6598.0,1408,274.7871
2365.0,720,279.555493
2315.0,645,283.925392
3215.0,786,289.147382
1776.0,585,293.042809
2405.0,698,297.70343
1538.0,628,301.985075
1500.0,379,304.503619
2212.0,845,310.278793
1596.0,431,313.081763
1291.0,717,318.175588
1256.0,598,322.76154
3205.0,711,327.759237
769.0,508,331.203138
1861.0,847,336.817825
4071.0,851,342.646171
1164.0,461,345.804507
3359.0,628,349.973736
2636.0,566,353.681058
2342.0,1036,360.568257
1421.0,663,365.085559
2583.0,653,369.379559
2094.0,647,373.642326
1769.0,726,378.262877
5460.0,1221,386.415122
1973.0,780,391.563545
4800.0,1058,398.508958
4010.0,841,403.964669
2059.0,589,407.958889
6953.0,1214,416.097384
3143.0,644,420.356127
4933.0,982,427.056229
2151.0,643,431.395381
2333.0,594,435.285456
1484.0,574,439.241954
3893.0,772,444.42173
1658.0,703,449.033389
2457.0,667,453.411352
1651.0,578,457.467766
3655.0,759,462.695111
1205.0,502,466.512447
4873.0,1374,476.652399
454.0,443,480.005838
2813.0,855,488.881668
3484.0,741,497.040291
2182.0,651,504.110843
1101.0,417,508.382611
788.0,533,513.996013
4272.0,711,521.520246
1978.0,806,530.21926
2436.0,670,537.349312
2749.0,745,545.208292
3178.0,686,552.529526
2806.0,830,561.830218
1044.0,529,567.534461
2190.0,706,575.584507
1940.0,662,582.982611
3778.0,767,591.530832
1255.0,541,597.229302
3386.0,869,606.399665
3467.0,658,613.36039
2604.0,802,621.751716
3912.0,786,630.33785
1770.0,595,636.545361
1893.0,446,641.387796
12474.0,1773,660.061623
1720.0,691,667.492238
2987.0,593,674.08559
2125.0,670,681.222126
6174.0,940,691.47152
1272.0,514,696.865875
2294.0,710,704.320762
1396.0,467,709.366155
4194.0,870,718.375428
1898.0,636,725.282016
2159.0,565,731.356271
2942.0,694,738.502305
1605.0,589,744.686589
2187.0,720,752.16429
1790.0,560,757.903399
4638.0,732,765.650386
2214.0,901,775.240297
1878.0,611,781.736366
2381.0,680,788.776565
1870.0,438,793.230059
4504.0,1167,805.605028
2074.0,522,811.225639
3651.0,922,821.098869
4451.0,1086,832.464405
3743.0,1099,844.157974
2687.0,481,849.10141
3575.0,864,858.264777
4669.0,1162,870.568818
802.0,386,874.584981
1728.0,517,879.960529
3089.0,784,888.244758
4402.0,975,898.610099
2101.0,616,904.88985
1210.0,547,910.593798
4487.0,784,918.980683
1288.0,556,924.878424
4433.0,705,932.12289
4664.0,1101,943.6051
1062.0,494,948.822264
2900.0,707,956.180785
3510.0,873,965.308384
1816.0,620,971.775287
1910.0,544,977.484905
2619.0,590,983.636215
4447.0,829,992.551924
3026.0,806,1001.148539
3143.0,821,1009.730282
1965.0,643,1016.515202
4264.0,894,1026.096084
2306.0,579,1032.252807
3325.0,896,1041.688401
2814.0,762,1049.801667
3073.0,653,1056.690934
3690.0,756,1064.461019
6473.0,1330,1078.579217
3278.0,837,1087.350723
1961.0,1048,1098.459786
2699.0,616,1105.141317
2561.0,702,1112.482948
3111.0,627,1119.086167
5240.0,924,1128.710804
1061.0,554,1134.721026
5881.0,947,1144.768618
2665.0,656,1151.94779
4057.0,954,1162.390182
2003.0,641,1169.862919
7444.0,1076,1182.446344
1655.0,401,1186.920431
3249.0,925,1197.516873
3444.0,974,1208.411962
6499.0,1195,1221.967571
1500.0,760,1230.070801
3631.0,864,1239.878945
1494.0,368,1243.992176
3200.0,816,1253.901053
2145.0,526,1259.466409
1587.0,512,1265.135897
7131.0,1002,1275.753748
1168.0,735,1283.735996
1987.0,606,1290.374999
1485.0,843,1299.280501
1084.0,528,1305.147898
1878.0,518,1310.892062
2453.0,570,1317.196282
4215.0,1018,1328.301604
3652.0,873,1337.749946
3774.0,797,1346.249476
1252.0,397,1350.522124
5262.0,866,1359.781989
4150.0,730,1367.828432
7174.0,1224,1380.396924
8031.0,1701,1399.301177
1795.0,639,1406.133327
4421.0,789,1414.802106
1004.0,419,1419.128643
3888.0,821,1428.784456
2257.0,508,1435.62897
4687.0,1504,1455.987372
2212.0,801,1466.752615
3287.0,678,1475.729879
3593.0,625,1483.966125
779.0,518,1490.898241
2014.0,514,1497.66561
5547.0,1231,1514.089463
1504.0,822,1526.448794
1889.0,514,1534.786769
1488.0,680,1545.58794
5774.0,1068,1562.560557
3263.0,745,1574.846506
3091.0,600,1585.142144
4418.0,863,1598.931726
8469.0,1394,1621.17475
2652.0,657,1631.596746
1379.0,551,1640.436503
6661.0,1108,1657.725838
1713.0,732,1669.316382
4934.0,720,1681.152851
1902.0,640,1691.241681
1677.0,537,1699.683395
2063.0,592,1709.443984
3959.0,816,1722.636604
2279.0,610,1732.111789
2177.0,667,1742.108779
1836.0,615,1751.35231
1364.0,464,1758.086624
2154.0,593,1767.566457
3869.0,659,1777.521791
2217.0,709,1788.27609
986.0,505,1795.712249
3321.0,762,1807.321658
1526.0,525,1815.313275
3587.0,729,1826.37951
2491.0,487,1834.104828
3621.0,828,1846.68753
3520.0,753,1858.178724
904.0,439,1864.697556
4266.0,906,1878.572638
4770.0,950,1893.295445
4809.0,699,1903.857741
6240.0,1356,1924.708892
2038.0,569,1933.278258
3885.0,782,1945.164471
1811.0,567,1953.828277
4456.0,852,1967.164065
1000.0,453,1974.383133
