# {"t_start": 1564959153.9844763, "env_id": "CentipedeNoFrameskip-v4"} 
r,l,t
1810.0,714,5.670027
2626.0,653,9.961783
1009.0,477,13.112137
2652.0,847,18.655733
1642.0,620,22.775905
1540.0,715,27.568974
2339.0,757,32.437624
1960.0,640,36.623771
1092.0,817,42.076095
2201.0,794,47.366205
1954.0,779,52.499872
3620.0,768,57.793919
1989.0,619,62.057766
2788.0,791,67.35122
1025.0,592,71.251672
4636.0,1044,78.342667
1380.0,494,81.700626
1899.0,705,86.680117
1006.0,898,93.421715
2242.0,629,97.913852
1669.0,659,102.650512
4031.0,895,109.080612
1774.0,533,112.643776
3363.0,670,117.184882
3644.0,740,122.005231
1268.0,725,127.032049
2006.0,671,131.548786
951.0,636,135.859571
766.0,353,138.287112
1882.0,528,141.740767
4911.0,1005,148.482849
654.0,449,151.465653
1570.0,698,156.097518
615.0,380,158.580182
4253.0,879,164.514933
949.0,548,168.093487
3306.0,1434,177.818777
1984.0,583,181.561943
1917.0,738,186.575192
6097.0,1238,194.708291
2498.0,605,198.826082
6825.0,1343,207.849051
2571.0,641,212.067536
1439.0,565,215.930803
1834.0,631,220.200426
1441.0,769,225.354619
2598.0,799,230.737337
2586.0,678,235.313702
1982.0,695,239.839921
4862.0,1186,247.809658
2178.0,565,251.449377
3438.0,752,256.426689
3558.0,1088,263.602697
3914.0,978,270.329192
1724.0,789,275.575956
1598.0,479,278.697629
2822.0,592,282.771079
2783.0,1067,289.877783
1751.0,810,295.396534
1466.0,657,299.789565
1705.0,599,303.747693
4145.0,807,309.314017
872.0,487,312.402002
2789.0,590,316.569202
2554.0,678,321.736208
2105.0,484,325.067133
2601.0,632,329.503599
2252.0,592,333.460661
1794.0,711,338.260109
1498.0,584,342.132709
7353.0,1389,351.640508
1843.0,576,355.451352
2819.0,762,360.454598
2009.0,552,364.196482
5143.0,814,369.557616
2558.0,670,373.946932
5515.0,1271,382.299293
3384.0,939,388.460152
3218.0,745,393.425235
2681.0,879,399.242667
1207.0,551,402.80842
3738.0,777,407.981106
5721.0,1184,415.940572
15234.0,1857,428.529049
796.0,406,431.230124
2092.0,654,435.619854
1778.0,830,441.181038
2496.0,609,445.254731
2878.0,732,450.184657
1240.0,676,454.623437
2244.0,488,457.900741
4392.0,794,463.474325
1094.0,556,467.797556
