# {"t_start": 1564959153.774057, "env_id": "CentipedeNoFrameskip-v4"} 
r,l,t
1724.0,630,5.267909
5213.0,1171,12.969839
3361.0,891,18.917769
664.0,424,21.809413
2674.0,815,27.141095
3717.0,570,30.82092
803.0,532,34.324732
2639.0,638,38.502787
1722.0,674,43.027789
830.0,548,46.643949
450.0,437,49.430427
1528.0,892,55.420033
654.0,593,59.684592
4899.0,1426,69.261218
2511.0,512,72.716377
1925.0,757,77.686052
1725.0,595,81.81863
5748.0,1133,89.982421
3856.0,969,97.116836
5328.0,1264,106.300973
2376.0,773,111.725466
3877.0,965,118.213824
3958.0,842,123.725536
761.0,541,127.42838
692.0,513,130.909994
1691.0,693,135.69218
3581.0,766,140.660793
1678.0,679,145.266962
3117.0,736,150.163032
2005.0,454,153.310242
1082.0,495,156.623927
1403.0,563,160.267569
2886.0,601,164.368548
331.0,565,168.006657
861.0,475,171.27587
2768.0,778,176.395061
732.0,750,181.229011
1342.0,578,185.181208
3066.0,871,191.013262
1211.0,730,195.777622
3810.0,787,201.093673
1856.0,691,205.869472
5572.0,1014,212.617475
4896.0,1322,221.492776
1997.0,496,224.773379
5265.0,1313,233.760711
3280.0,749,238.740422
1709.0,725,243.398664
2987.0,792,248.606429
2997.0,628,252.744994
3962.0,1015,259.442017
1455.0,497,262.776937
2255.0,755,267.910095
1952.0,662,272.386361
627.0,594,276.280653
3114.0,710,281.130025
1125.0,644,285.529789
998.0,507,288.862941
1561.0,876,294.704635
2392.0,627,298.760123
4019.0,973,305.440949
1795.0,775,310.665941
3451.0,688,315.28444
3676.0,1126,323.727478
4263.0,964,330.31823
2596.0,667,334.966803
964.0,598,338.840957
2660.0,1048,346.106504
2002.0,558,349.881128
2568.0,801,355.219889
1199.0,716,359.837611
1276.0,750,364.819743
5024.0,1102,372.197947
1396.0,619,376.154741
2308.0,648,380.356108
1286.0,594,384.317236
4264.0,861,390.047031
4485.0,954,396.300449
1192.0,460,399.384429
1975.0,516,402.759443
1809.0,631,406.763777
2895.0,867,412.657757
5040.0,791,417.965145
7612.0,1081,425.294931
2801.0,651,429.731539
2789.0,984,436.265862
3193.0,761,441.437116
2947.0,662,445.794109
1274.0,607,449.878493
2006.0,634,454.085693
1457.0,534,457.741171
1454.0,483,461.102902
1416.0,696,466.108676
2983.0,741,471.713458
1918.0,625,476.324664
2953.0,767,482.678051
6526.0,1364,497.376925
981.0,491,502.789117
4870.0,796,511.035705
1591.0,579,517.417463
2201.0,599,523.466949
3369.0,949,533.818182
