# {"t_start": 1564960676.6555717, "env_id": "RobotankNoFrameskip-v4"} 
r,l,t
1.0,2557,69.479595
1.0,1893,118.786761
1.0,1910,168.267933
2.0,3415,256.640835
4.0,2841,328.905244
0.0,1454,365.826922
4.0,3966,467.562926
4.0,2620,536.858746
3.0,2161,591.957784
1.0,2871,668.143436
3.0,2722,741.902859
2.0,1543,783.316038
0.0,1552,823.865686
4.0,3413,914.46784
1.0,1282,947.742965
2.0,1238,982.74609
2.0,2620,1054.193236
3.0,3186,1137.576548
1.0,2168,1193.149368
5.0,2675,1262.034045
5.0,2839,1336.020737
0.0,1458,1373.838046
4.0,1786,1419.875483
0.0,1293,1452.866235
2.0,1656,1495.871213
1.0,3200,1578.318539
0.0,1127,1606.834295
2.0,2039,1660.355356
3.0,3082,1740.06094
4.0,3085,1820.352427
4.0,3470,1908.559177
0.0,1494,1947.129481
1.0,1485,1986.18386
1.0,2645,2054.930029
0.0,1946,2105.94109
3.0,2077,2160.713141
2.0,1380,2196.328646
1.0,2931,2283.72034
1.0,2215,2352.889193
6.0,3197,2464.714077
1.0,1852,2529.209279
1.0,1962,2596.574586
2.0,2256,2673.470862
1.0,1222,2716.635217
2.0,919,2748.828781
3.0,1681,2807.296626
2.0,1276,2852.155081
3.0,3360,2968.707876
0.0,1121,3006.670688
1.0,3572,3131.985059
6.0,3712,3259.851335
2.0,3257,3372.257645
2.0,3108,3482.623526
0.0,1125,3520.08246
0.0,1663,3577.709616
2.0,1498,3628.790118
4.0,3427,3747.552179
4.0,3037,3856.558972
1.0,1455,3907.954732
4.0,2729,4002.649701
2.0,2069,4072.949792
1.0,3181,4183.14332
2.0,4140,4327.958551
2.0,1130,4366.485441
1.0,1550,4420.934294
2.0,2508,4508.626441
1.0,1467,4558.909969
2.0,1339,4604.077105
1.0,3074,4708.533939
0.0,842,4737.705854
1.0,2125,4811.518995
1.0,2638,4903.283933
3.0,2714,4998.254341
1.0,2372,5080.432554
1.0,2211,5156.283819
