# {"t_start": 1564960676.7215865, "env_id": "RobotankNoFrameskip-v4"} 
r,l,t
3.0,4040,108.249471
5.0,3361,196.98148
2.0,1582,236.3633
1.0,2680,304.556202
2.0,1964,355.047404
3.0,2113,408.195849
2.0,1514,446.73991
0.0,1226,478.890163
1.0,1851,527.413791
2.0,1573,567.800845
4.0,2895,643.158206
5.0,6139,809.748542
2.0,3252,895.970479
1.0,2531,963.283522
0.0,2320,1027.190774
1.0,2129,1084.6808
5.0,3158,1165.797643
3.0,2489,1229.735255
2.0,1796,1275.854277
2.0,3039,1355.472083
1.0,3562,1447.241525
1.0,1636,1489.675182
1.0,2212,1546.775928
3.0,2399,1608.082713
1.0,2179,1665.053086
0.0,1771,1710.711568
1.0,1626,1752.874262
2.0,2976,1830.075973
1.0,4317,1940.511781
2.0,3222,2024.707963
1.0,3298,2111.365999
3.0,1353,2146.923741
1.0,2170,2203.173997
1.0,2353,2274.006434
3.0,2109,2338.623525
0.0,1716,2397.581391
1.0,1530,2450.752599
4.0,4078,2593.067302
4.0,3585,2717.185967
1.0,945,2750.251804
3.0,2267,2829.698052
2.0,2020,2899.656381
4.0,2805,2996.943585
1.0,2099,3069.62981
1.0,1842,3134.146085
5.0,3306,3248.371345
7.0,4779,3415.070482
2.0,3076,3521.254214
5.0,2925,3622.370118
4.0,2910,3723.238899
2.0,2321,3805.585144
0.0,879,3836.367202
3.0,1633,3894.083613
2.0,1528,3946.675683
5.0,2965,4049.992709
5.0,2934,4150.79013
1.0,2914,4252.494408
0.0,2289,4332.039363
1.0,1457,4382.263028
2.0,1227,4424.965572
1.0,1314,4471.618881
5.0,2571,4560.068036
2.0,2967,4660.405496
0.0,2320,4740.558979
4.0,3184,4851.379615
1.0,3784,4983.683889
2.0,2165,5059.461449
0.0,2493,5144.28028
0.0,727,5169.624561
1.0,1480,5222.238657
3.0,2644,5311.18912
4.0,2395,5396.049798
2.0,1843,5459.862444
1.0,1934,5526.397536
4.0,1814,5589.9197
1.0,1086,5627.00835
3.0,2163,5701.733669
3.0,3398,5819.641148
0.0,1333,5865.678365
2.0,1680,5921.344582
3.0,3188,6030.893037
5.0,3744,6162.202948
4.0,3102,6270.408854
0.0,1122,6308.634079
3.0,2113,6382.979834
2.0,3365,6499.611153
3.0,1897,6567.076515
2.0,1748,6627.176114
2.0,1012,6660.427362
6.0,5869,6865.159197
2.0,3881,6999.987246
3.0,2082,7070.947664
2.0,2643,7162.136043
