# {"t_start": 1564963020.1423957, "env_id": "AlienNoFrameskip-v4"} 
r,l,t
130.0,594,13.798856
160.0,710,28.646759
300.0,804,45.276453
180.0,624,57.940497
50.0,457,67.595845
330.0,706,81.917802
370.0,529,93.301452
350.0,738,108.245874
280.0,826,126.192036
260.0,571,137.850839
330.0,677,152.376666
370.0,505,162.62048
310.0,446,171.811206
930.0,748,186.626237
280.0,513,196.928342
390.0,641,210.246535
340.0,693,224.84851
340.0,600,237.478216
320.0,625,250.665112
440.0,662,263.841884
270.0,493,273.882606
290.0,751,290.046764
210.0,595,302.472033
230.0,443,311.686203
200.0,684,325.540739
250.0,491,335.430822
210.0,641,348.619486
310.0,578,360.171443
250.0,533,370.701088
470.0,1112,393.771838
310.0,805,409.875799
320.0,632,423.381112
340.0,565,434.440654
300.0,710,450.297913
320.0,541,461.665413
300.0,630,474.642649
250.0,450,483.697712
260.0,612,495.983524
310.0,589,508.095538
390.0,749,523.618165
280.0,747,538.906442
150.0,568,550.554775
310.0,544,561.961306
330.0,531,572.770727
390.0,640,586.059215
290.0,673,599.935847
340.0,695,613.632789
310.0,607,626.123909
380.0,566,637.273146
360.0,526,647.862935
390.0,557,659.27931
320.0,555,670.32511
220.0,527,680.654533
420.0,792,696.951866
410.0,506,707.325686
180.0,690,721.620417
220.0,599,734.292783
930.0,538,745.233793
450.0,711,760.143902
310.0,430,768.956276
290.0,624,781.941231
410.0,592,793.992563
500.0,807,811.411823
440.0,656,825.017273
340.0,497,834.869827
330.0,759,850.128989
410.0,669,863.929076
390.0,618,876.244335
450.0,629,888.910169
950.0,687,903.280176
350.0,510,913.54735
530.0,740,928.311856
390.0,666,941.655753
420.0,607,954.133882
460.0,636,967.63838
460.0,716,982.259393
440.0,649,995.339028
480.0,666,1008.564655
510.0,837,1027.00251
500.0,780,1042.910955
580.0,848,1059.883348
1200.0,860,1077.819401
1060.0,713,1092.886611
540.0,765,1108.65928
1140.0,651,1121.768661
470.0,659,1135.096725
670.0,808,1152.212554
670.0,768,1167.734339
940.0,580,1179.620016
580.0,827,1196.939074
620.0,924,1216.003474
620.0,1120,1238.998642
650.0,776,1255.175845
630.0,764,1271.916826
780.0,1124,1295.687483
960.0,575,1307.68707
1140.0,750,1323.730961
1090.0,644,1336.907803
430.0,550,1348.718309
1030.0,723,1363.682436
510.0,676,1376.926496
400.0,505,1387.131834
460.0,872,1404.886575
460.0,550,1416.908576
570.0,783,1433.634398
670.0,654,1447.556557
1050.0,705,1462.638289
580.0,643,1475.568101
560.0,675,1489.107661
550.0,707,1503.426566
480.0,565,1514.303284
610.0,641,1526.822324
600.0,585,1538.078471
580.0,671,1551.124984
580.0,737,1565.526367
510.0,643,1578.43627
1130.0,792,1593.329939
600.0,713,1607.900973
560.0,778,1622.885955
1990.0,688,1636.197286
1050.0,676,1649.636559
980.0,507,1660.188885
560.0,680,1673.522906
620.0,832,1689.46841
1140.0,770,1704.683343
600.0,508,1714.86618
1100.0,596,1726.612304
1150.0,819,1743.206413
760.0,835,1759.693978
610.0,564,1771.099197
1240.0,770,1786.413181
650.0,831,1802.809358
640.0,519,1812.688155
580.0,561,1823.79557
660.0,823,1840.4354
680.0,744,1855.388714
620.0,718,1869.697753
670.0,958,1887.78291
1220.0,719,1902.681435
610.0,735,1917.888918
1220.0,728,1931.957897
660.0,774,1946.502115
700.0,687,1959.952884
1140.0,583,1971.605908
640.0,747,1986.175693
710.0,575,1997.128944
1130.0,729,2011.692885
1190.0,676,2025.095556
700.0,773,2040.375481
760.0,616,2052.554879
1120.0,615,2064.835484
1180.0,671,2078.638217
1200.0,730,2093.290532
690.0,623,2105.919079
780.0,692,2119.622242
690.0,651,2132.217641
670.0,875,2149.957041
510.0,731,2164.282809
1150.0,542,2175.46025
760.0,782,2191.216154
310.0,513,2201.936065
1290.0,868,2219.542732
580.0,597,2231.555475
1230.0,874,2249.011433
1170.0,489,2258.478128
670.0,551,2268.891219
730.0,740,2282.571935
1730.0,846,2299.328766
1010.0,658,2311.796758
670.0,568,2323.305204
640.0,657,2336.019457
650.0,692,2349.558311
680.0,594,2361.599672
700.0,753,2376.406483
670.0,545,2387.017262
670.0,569,2398.052244
690.0,562,2409.195849
1150.0,682,2422.631683
680.0,534,2432.930441
700.0,650,2445.81178
660.0,681,2459.616145
630.0,704,2473.840405
660.0,654,2486.707856
1100.0,577,2497.551706
530.0,608,2509.593475
710.0,789,2524.765281
600.0,480,2534.138105
1240.0,870,2551.154607
740.0,866,2568.334902
1060.0,521,2578.948444
1210.0,744,2594.100348
1220.0,711,2608.130701
610.0,507,2618.046398
1290.0,872,2635.417658
1160.0,458,2644.073796
1200.0,831,2660.55825
330.0,505,2670.107217
420.0,652,2682.709783
1180.0,502,2692.709572
1190.0,639,2704.916865
1140.0,561,2715.566273
1150.0,621,2727.727336
1150.0,554,2738.171906
660.0,569,2749.279429
670.0,707,2763.365449
570.0,522,2773.467331
660.0,485,2783.333744
1170.0,662,2796.311143
580.0,788,2811.625424
1140.0,615,2824.053534
590.0,731,2838.070816
580.0,572,2849.481365
720.0,765,2864.747047
770.0,952,2884.285396
1180.0,728,2898.658574
650.0,643,2911.829113
670.0,604,2923.56463
660.0,963,2943.052244
630.0,611,2954.650937
630.0,751,2969.820618
650.0,682,2983.19836
650.0,603,2995.332908
670.0,850,3011.713858
690.0,656,3024.725543
2070.0,671,3037.765112
1170.0,539,3048.40908
640.0,696,3062.552945
1190.0,597,3075.026103
700.0,719,3089.198505
670.0,759,3104.004732
670.0,1199,3128.506328
1200.0,731,3142.979365
650.0,782,3158.922247
710.0,795,3175.45969
1160.0,644,3188.36237
680.0,569,3199.543914
700.0,797,3215.13341
640.0,694,3228.022743
610.0,661,3241.387456
750.0,836,3257.997741
1190.0,660,3271.305043
700.0,728,3285.792766
730.0,595,3297.282645
620.0,730,3311.726701
1200.0,693,3325.234398
530.0,609,3337.598542
680.0,783,3352.841038
670.0,606,3364.909447
700.0,591,3376.527591
690.0,681,3389.554371
1170.0,618,3402.096771
1160.0,646,3414.693233
1230.0,868,3431.990237
700.0,757,3447.208801
700.0,752,3461.996913
710.0,654,3475.231742
1140.0,656,3487.71375
660.0,763,3502.601088
460.0,419,3510.58848
680.0,775,3526.40991
670.0,634,3538.926294
