# {"t_start": 1564963020.2321713, "env_id": "AlienNoFrameskip-v4"} 
r,l,t
150.0,607,14.000112
160.0,576,25.970047
180.0,574,37.744996
140.0,489,48.104978
210.0,537,58.713564
150.0,554,70.34344
270.0,567,81.875695
360.0,810,99.024276
340.0,895,117.578291
260.0,588,130.444923
260.0,523,140.960699
360.0,442,150.49632
300.0,441,159.73738
270.0,564,170.862145
200.0,504,181.160648
330.0,789,196.953822
320.0,479,207.144928
290.0,627,220.314841
210.0,573,231.841596
260.0,549,243.981508
250.0,682,257.595121
380.0,604,269.571212
420.0,560,281.405119
220.0,485,291.949626
230.0,629,305.023401
310.0,606,317.203515
330.0,499,327.57453
280.0,481,337.419293
220.0,559,348.735956
230.0,501,358.737347
1010.0,887,376.541441
270.0,580,388.794466
230.0,788,404.312639
250.0,510,415.032845
280.0,592,427.343167
290.0,576,439.046262
300.0,689,453.800848
360.0,586,466.489265
320.0,524,477.221929
290.0,601,489.598163
280.0,470,498.676438
310.0,512,509.020606
400.0,600,521.887564
390.0,589,533.773124
210.0,527,544.328299
290.0,723,559.511897
290.0,473,569.202015
430.0,566,580.688253
290.0,506,591.322495
330.0,703,605.368369
290.0,564,617.087605
330.0,577,628.559766
410.0,726,643.460676
370.0,678,656.93179
440.0,613,669.285416
370.0,649,681.943364
220.0,567,693.701356
940.0,582,705.598716
330.0,658,719.367575
300.0,651,733.11626
360.0,630,745.788464
270.0,585,758.024028
450.0,632,771.145576
250.0,420,779.737132
460.0,934,799.354553
440.0,643,812.96965
330.0,551,824.297029
330.0,498,834.381145
290.0,650,847.348634
420.0,699,862.020525
500.0,1054,883.192418
380.0,797,899.632592
400.0,617,912.230662
960.0,641,924.872624
450.0,650,938.053097
510.0,745,953.00832
400.0,515,963.731749
430.0,665,977.757348
470.0,685,991.558531
410.0,620,1004.126677
2060.0,1046,1026.541434
470.0,558,1037.540207
980.0,629,1050.726246
470.0,691,1064.139676
560.0,868,1082.67691
530.0,655,1096.324945
380.0,520,1106.858411
530.0,671,1120.546242
640.0,719,1135.228012
350.0,444,1144.514398
530.0,688,1159.085786
980.0,701,1173.021756
