# {"t_start": 1564699317.0820239, "env_id": "PongNoFrameskip-v4"} 
r,l,t
-18.0,1068,6.558759
-21.0,824,11.011389
-20.0,1065,16.936826
-20.0,1133,23.067794
-21.0,760,27.197396
-21.0,970,32.415758
-20.0,842,36.96569
-20.0,896,41.814309
-20.0,1044,49.662339
-20.0,916,58.672391
-21.0,760,64.558005
-21.0,762,69.054243
-21.0,757,73.128472
-21.0,759,77.284614
-19.0,947,82.533151
-21.0,787,86.878528
-20.0,916,91.836122
-19.0,1109,97.942867
-19.0,1077,106.529381
-21.0,791,112.833115
-20.0,863,119.545713
-20.0,897,126.522792
-20.0,836,133.094561
-20.0,916,140.398472
-21.0,841,146.937447
-20.0,1016,155.038394
-20.0,884,162.02868
-20.0,878,168.995889
-21.0,839,175.72778
-21.0,918,183.050683
-21.0,865,190.011692
-21.0,818,196.490316
-21.0,824,203.017703
-21.0,967,210.791467
-21.0,1065,219.305041
-20.0,1031,227.492093
-19.0,945,235.00571
-21.0,906,242.196597
-19.0,1185,251.63024
-21.0,822,258.231264
-21.0,848,264.945966
-20.0,915,272.244518
-20.0,1007,280.308407
-21.0,925,287.6276
-19.0,914,294.919652
-20.0,1004,302.733712
-21.0,821,309.26308
-21.0,839,316.058029
-19.0,1068,324.618958
-19.0,1130,333.707574
-20.0,1097,342.565142
-18.0,1032,351.011181
-19.0,1078,359.799658
-20.0,912,367.296646
-17.0,1276,377.725316
-20.0,1181,387.18379
-18.0,1376,398.353089
-18.0,1241,408.950445
-17.0,1488,423.224973
-17.0,1202,433.924275
-20.0,943,442.176308
-21.0,1110,451.661488
-17.0,1410,463.620677
-14.0,1853,479.943716
-15.0,1683,494.74329
-17.0,1624,508.854392
-21.0,1168,518.950554
-17.0,1989,537.575782
-14.0,1796,552.814106
-19.0,1455,564.736
-10.0,2646,586.267975
-19.0,1607,599.222135
-15.0,1879,616.489882
-10.0,2519,637.859
-5.0,2933,661.432419
-11.0,2348,679.40444
-8.0,2738,701.068375
-19.0,1438,712.114626
-18.0,1802,726.087124
-15.0,1808,740.051893
-17.0,1933,754.973127
-12.0,2669,775.956232
-5.0,2992,800.077329
-7.0,2632,822.207668
-2.0,3235,849.899893
-7.0,3084,874.952828
-3.0,3374,901.995232
-5.0,2939,925.064657
-8.0,2718,946.57485
1.0,4030,978.801557
-8.0,2954,1002.384027
-3.0,3519,1029.442154
-5.0,3495,1056.352829
-1.0,3834,1085.860726
-6.0,3213,1110.546475
-2.0,4101,1142.225833
-4.0,3773,1171.136656
1.0,3979,1201.702521
12.0,2533,1221.113565
14.0,2587,1241.098167
11.0,2629,1261.401962
20.0,1691,1274.437956
18.0,1946,1289.626912
21.0,1692,1302.656394
17.0,1971,1317.835488
19.0,1856,1332.123495
20.0,1702,1345.273319
16.0,2058,1361.102403
17.0,1947,1376.085465
19.0,1781,1389.797493
